MAGs	16S_rRNA	23S_rRNA	5S_rRNA	CDSs	coding density	Count	CRISPR arrays	GC	hypotheticals	Length	N ratio	N50	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	signal peptides	sORFs	tmRNAs	tRNAs
GL116_DN_metabat_127	0	0	0	3751	88.6	301	0	63.6	2035	3897886	0	21907	6	2	0	0	0	1	0	0	0	1	49
GL116_DN_metabat_24	0	0	0	828	86.6	29	0	43.8	430	802588	0	48571	0	3	0	0	0	0	0	0	0	1	27
GL116_DN_metabat_50_sub	0	0	0	3302	85.3	555	0	58.5	879	3250256	0	6886	12	4	0	0	0	11	0	0	0	0	31
GL116_DN_metabat_82_sub	0	0	0	3423	86.4	307	2	55.2	1307	3552610	0	16775	6	3	0	0	0	5	0	0	0	1	33
GL116_DN_metabinner_1	0	0	0	4024	86.8	245	1	37.1	1432	4750732	0	29849	4	6	0	0	0	5	0	0	0	1	41
GL116_DN_metabinner_10	0	0	0	3026	78.6	604	4	38.2	1286	3364950	0	6517	6	4	0	0	0	8	0	0	0	0	27
GL116_DN_metabinner_17_sub	0	0	1	622	83.1	87	0	51.8	348	565961	0	9117	0	0	0	0	0	0	1	0	0	0	19
GL116_DN_metabinner_2	0	0	0	2566	88	175	0	32	615	2814403	0	30959	11	86	0	0	0	13	0	0	0	0	44
GL116_DN_metabinner_37_sub	2	3	1	1169	75.3	244	0	40.7	924	1072974	0	4549	0	3	0	0	0	1	4	0	0	0	37
GL116_DN_metabinner_41	0	0	1	2919	77.9	693	0	37.5	1836	2882950	0	4423	3	2	0	0	0	1	1	0	0	0	41
GL116_DN_metabinner_44	0	0	0	1812	57.2	155	0	40.1	1695	915884	0	8361	0	1	0	0	0	26	0	0	0	0	18
GL116_DN_metabinner_6	0	0	0	3547	85.3	252	0	38.4	1433	4070414	0	25697	4	2	0	0	0	6	0	0	0	1	43
GL116_DN_metabinner_9_sub	0	0	0	1835	77.4	464	0	34.6	538	2118574	0	5255	6	62	0	0	0	2	0	0	0	1	24
GL116_UP_concoct_182	0	0	0	3466	66	1251	3	31.7	2356	4171746	0	3650	6	3	0	0	0	4	1	0	0	1	32
GL116_UP_concoct_28	0	0	1	2691	77.3	827	1	63	1121	2848872	0	3945	3	5	0	0	0	8	1	0	0	0	26
GL116_UP_concoct_39	0	0	2	14522	67.3	4083	0	46.1	14384	13597543	0	3571	0	1	0	0	0	1	2	0	0	0	31
GL116_UP_metabinner_4	0	0	1	2477	90.2	164	1	62.2	622	2513183	0	28703	2	3	0	0	0	2	1	0	0	0	41
GL117_DN_concoct_115	0	0	1	2040	74.9	523	0	36.5	701	2273224	0	5592	6	22	0	0	0	3	1	0	0	1	21
GL117_DN_concoct_140	0	0	0	4274	75.3	1451	0	58.6	2884	4713526	0	3532	4	2	0	0	0	2	0	0	0	0	24
GL117_DN_concoct_150	0	0	1	2202	85.1	391	0	66.8	799	2054362	0	6655	3	1	0	0	0	5	1	0	0	1	38
GL117_DN_concoct_4	0	0	0	2538	72.7	790	1	44.9	1792	2399896	0	3312	1	3	0	0	0	3	0	0	0	1	26
GL117_DN_concoct_40	0	0	0	4625	82.3	1019	2	61.3	2250	4431695	0	4947	3	4	0	0	0	6	0	0	0	0	18
GL117_DN_concoct_61	0	0	0	3874	81.8	748	2	43.2	1267	4093004	0	7023	4	9	0	0	0	23	0	0	1	0	31
GL117_DN_metabinner_1	0	0	0	3640	88.2	239	0	54.7	1002	3647781	0	25837	11	5	0	0	0	10	0	0	0	1	35
GL117_DN_metabinner_7	0	0	0	2503	87.3	384	0	67.4	975	2745530	0	8829	1	4	0	0	0	0	0	0	0	0	7
GL117_UP_concoct_13	0	0	0	4766	87.6	388	0	64.8	2513	5737870	0	18588	4	45	0	0	0	3	0	0	0	1	44
GL117_UP_concoct_174	0	0	0	3655	79.3	1130	0	68.5	1874	3846926	0	3847	3	2	0	0	0	1	0	0	0	0	33
GL117_UP_concoct_184_sub	0	1	0	654	76.7	152	0	51.8	371	600417	0	4680	0	1	0	0	0	0	0	0	0	0	27
GL117_UP_concoct_2_sub	0	0	1	2691	78.3	702	0	55.3	1254	2598653	0	4209	6	1	0	0	0	3	1	0	0	0	16
GL117_UP_concoct_203	0	0	1	5581	89.1	435	2	59.6	3258	6892648	0	21345	5	5	0	0	0	3	1	0	0	0	58
GL117_UP_concoct_205_sub	0	0	0	2602	82	642	0	64	1000	2621663	0	4659	8	6	0	0	0	1	0	0	0	1	32
GL117_UP_concoct_262_sub	0	0	1	2946	58.5	1492	0	33.3	2180	3407322	0	2219	2	2	0	0	0	1	1	0	0	1	20
GL117_UP_concoct_38	0	0	0	2168	81.4	640	0	66.1	1350	2147390	0	3696	0	4	0	0	0	2	0	0	0	1	31
GL117_UP_concoct_61_sub	0	0	0	3244	76.3	955	0	54.2	2575	3180070	0	3719	1	2	0	0	0	0	0	0	0	0	34
GL117_UP_metabat_119	0	0	0	5246	89.1	402	0	59.7	2310	5839514	0	25115	3	8	0	0	0	12	0	0	0	1	63
GL117_UP_metabat_65_sub	0	0	0	3410	85.3	558	0	67	1156	3639148	0	7504	8	5	0	0	0	2	0	0	0	0	25
GL117_UP_metabat_70	1	0	0	6517	89.6	331	3	59.9	3484	6899627	0	33259	1	5	0	0	0	9	1	0	0	1	43
GL117_UP_metabinner_1	0	0	0	3112	84.1	250	0	46	1196	3266233	0	22673	5	14	0	0	0	6	0	0	0	1	36
GL117_UP_metabinner_13	1	1	1	1492	84.2	153	0	50.5	1037	1465771	0	15561	0	1	0	0	0	1	3	0	0	0	43
GL117_UP_metabinner_18_sub	0	0	0	4373	88.9	471	0	63	2037	4782901	0	14851	1	2	0	0	0	6	0	0	0	0	21
GL117_UP_metabinner_71	0	1	1	1063	75.2	221	0	45.1	732	977858	0	5095	2	1	0	0	0	0	2	0	0	0	23
GL117_UP_metabinner_9	0	0	0	3503	80.1	575	1	45.8	1738	3740069	0	8690	6	12	0	0	0	5	0	0	0	0	35
GL119_DN_concoct_128_sub	0	0	0	4810	72.8	1624	1	60	2774	5773096	0	4046	3	56	0	0	0	10	0	0	0	1	54
GL119_DN_concoct_136	0	0	0	3721	87.3	516	0	67.3	1591	3765615	0	8588	3	1	0	0	0	7	0	0	0	0	36
GL119_DN_concoct_18	0	0	0	3866	82.2	927	0	64.8	1479	3982796	0	4964	8	5	0	0	0	8	0	0	0	0	27
GL119_DN_concoct_185	0	0	0	6806	89	478	3	52	3554	7736587	0	23248	3	3	0	0	0	6	0	0	0	1	53
GL119_DN_concoct_221_sub	0	0	1	5026	76.8	1494	0	60.1	3122	5079027	0	3755	2	4	0	0	0	1	1	0	0	0	27
GL119_DN_metabat_62	1	1	0	948	64.3	15	0	27.8	875	501793	0	66147	0	1	0	0	0	1	3	0	0	0	28
GL119_DN_metabinner_10	0	0	0	2908	81.4	472	1	34.4	1025	3386295	0	10375	5	2	0	0	0	6	0	0	0	0	21
GL119_DN_metabinner_2	0	0	0	2997	77.1	619	0	37	1680	3686843	0	7509	4	2	0	0	0	2	0	0	0	1	26
GL119_DN_metabinner_42	2	3	2	1534	73.1	339	1	42.5	1294	1390981	0	4294	0	2	0	0	0	0	6	0	0	1	49
GL119_UP_concoct_106_sub	0	0	0	3052	69.7	944	1	36.3	1833	3761585	0	4588	4	1	0	0	0	2	0	0	0	0	24
GL119_UP_concoct_128	0	0	0	4038	75	1171	1	55.3	2027	4049608	0	3804	4	1	0	0	0	2	0	0	1	1	48
GL119_UP_concoct_148	0	0	0	3649	71	1415	0	58.5	1801	3425942	0	2402	3	3	0	0	0	12	0	0	0	0	23
GL119_UP_metabinner_5	0	0	0	1827	76	452	0	38	889	2178143	0	5457	2	3	0	0	0	0	0	0	0	0	11
GL119_UP_metabinner_6	0	0	0	1859	80.4	340	0	33.5	583	2123895	0	8356	4	104	0	0	0	7	0	0	0	0	25
GL12_Down_metabinner_1	0	0	0	2065	88.5	112	0	51.2	570	2091444	0	31624	3	6	0	0	0	7	0	0	0	1	31
GL12_Down_metabinner_5	0	0	1	1429	79.6	322	0	44.6	401	1472468	0	5196	3	3	0	0	0	2	1	0	2	0	29
GL12_DownB_concoct_31	1	0	0	2117	75.9	598	0	36.1	1175	2170568	0	4059	2	4	0	0	0	1	1	0	0	1	18
GL12_DownB_metabinner_4	0	0	1	3684	89.8	148	0	57.9	843	3915798	0	47656	5	4	0	0	0	3	1	0	0	1	36
GL12_Up_concoct_50_sub	0	0	0	2039	78.5	581	0	52.5	909	2021617	0	3829	2	4	0	0	0	8	0	0	0	1	25
GL12_Up_metabinner_6	0	0	0	2283	82.5	302	0	53.6	1050	2278048	0	10732	7	4	0	0	0	1	0	0	0	0	25
GL121_DN_concoct_22	0	0	0	2884	74.5	786	0	41.2	1370	3516966	0	5241	3	22	0	0	0	7	0	0	0	0	32
GL121_DN_concoct_91	1	0	1	3121	86.6	132	0	64.7	872	3759955	0	42140	7	5	0	0	0	5	1	0	0	1	43
GL121_DN_metabinner_5	0	0	1	2294	81	367	0	38.9	762	2654857	0	9492	1	2	0	0	0	1	1	0	0	1	27
GL121_UP_concoct_83	0	0	0	3374	63.8	1597	0	36.8	1653	3770403	0	2356	3	1	0	0	0	66	0	0	0	0	18
GL121_UP_metabinner_1	0	0	0	2633	83.4	421	0	41.3	1287	2693661	0	8500	2	3	0	0	0	5	0	0	0	0	31
GL122_DN_concoct_12_sub	0	0	0	2023	67.4	736	0	39.6	921	2417203	0	3586	2	2	0	0	0	8	0	0	0	1	15
GL122_DN_concoct_176_sub	0	0	1	2616	80.2	542	0	39.7	1437	2655354	0	5677	1	3	0	0	0	2	1	0	0	0	19
GL122_DN_concoct_198_sub	0	0	0	2665	67.7	843	2	45.8	1312	2751208	0	3605	1	3	0	0	0	4	0	0	0	0	28
GL122_DN_concoct_46_sub	0	0	1	3127	85.3	568	0	68	1382	3295565	0	7137	3	2	0	0	0	2	1	0	0	0	31
GL122_DN_metabat_127_sub	0	0	0	4699	86.1	493	0	67.1	1370	4871389	0	14484	8	7	0	0	0	25	0	0	1	0	47
GL122_DN_metabat_140_sub	0	0	0	4022	85.4	556	1	60.2	1286	3985191	0	8745	13	6	0	0	0	23	0	0	2	0	34
GL122_DN_metabat_25	0	0	0	7316	88.2	300	0	64.7	4535	8615114	0	55836	3	2	0	0	0	1	0	0	0	1	46
GL122_DN_metabinner_12_sub	0	0	0	4171	83.9	771	0	65.6	2463	4534585	0	6963	4	4	0	0	0	1	0	0	0	1	37
GL122_DN_metabinner_19_sub	0	0	0	2603	74.7	595	0	38.8	1110	3117618	0	6520	2	5	0	0	0	6	0	0	0	0	15
GL122_UP_concoct_118	0	0	0	2325	84.5	445	0	64.4	680	2250791	0	6401	5	1	0	0	0	26	0	0	0	1	30
GL122_UP_concoct_132_sub	0	0	0	4501	68.4	1773	1	53.7	2571	4559436	0	2597	4	1	0	0	0	49	1	0	1	0	21
GL122_UP_concoct_153_sub	0	0	0	816	73.8	230	0	45.9	620	739875	0	3506	1	1	0	0	0	1	0	0	0	1	24
GL122_UP_concoct_154	0	0	0	3139	80.8	661	1	65.6	1168	3440969	0	6423	5	3	0	0	0	16	0	0	0	0	26
GL122_UP_concoct_160	0	0	0	3463	74.4	1074	0	58	1704	3230364	0	3199	5	3	0	0	0	18	0	0	0	1	28
GL122_UP_concoct_204	0	0	0	7118	76.6	2317	1	69.4	5198	7269796	0	3369	2	1	0	0	0	4	0	0	0	1	32
GL122_UP_concoct_49	0	0	0	4464	82.8	549	2	66.5	2121	5251861	0	14156	6	2	0	0	0	1	0	0	0	1	42
GL122_UP_metabat_50	0	0	0	4462	84.4	122	0	49.2	1046	4672044	0	54933	11	11	0	0	0	48	0	0	1	1	54
GL122_UP_metabat_61_sub	0	0	0	2470	85	276	0	49	901	2717187	0	12501	5	2	0	0	0	4	0	0	0	0	19
GL122_UP_metabat_70	0	0	0	3227	88.2	132	7	61.4	2121	3872131	0	52796	8	2	0	0	0	0	0	0	0	1	47
GL122_UP_metabat_80	0	0	0	4924	85.6	313	6	62.4	2714	5132157	0	23114	5	2	0	0	0	10	0	0	0	1	78
GL122_UP_metabinner_21_sub	1	0	0	733	80	123	0	42.9	605	781627	0	8220	0	0	0	0	0	0	1	0	0	0	36
GL122_UP_metabinner_34_sub	0	0	0	5148	83	866	0	60.7	1972	5037870	0	7075	7	7	0	0	0	28	0	0	0	1	27
GL122_UP_metabinner_4	0	0	0	4370	80.1	668	4	38.2	2467	5098022	0	9869	2	0	0	0	0	1	2	0	0	1	31
GL122_UP_metabinner_5	0	0	1	3588	85.3	326	3	53.5	1981	3994170	0	21791	2	9	0	0	0	0	1	0	0	0	48
GL124_DN_concoct_140	0	0	0	5517	89.6	561	1	60.7	3718	6300225	0	17126	2	4	0	0	0	1	0	0	0	0	37
GL124_DN_concoct_180_sub	1	0	0	2805	85.7	556	0	63.9	1662	3020036	0	6555	2	2	0	0	0	1	1	0	0	0	21
GL124_DN_concoct_187	0	0	0	4255	87.8	473	0	65.2	2631	5270797	0	13961	2	1	0	0	0	0	1	0	0	1	34
GL124_DN_concoct_3	0	0	0	4024	78.3	993	0	67.4	2084	4640842	0	5676	7	4	0	0	0	0	0	0	0	0	35
GL124_DN_concoct_31_sub	0	0	0	3421	82.4	756	0	63.4	1923	3748523	0	5823	4	58	0	0	0	0	0	0	0	0	50
GL124_DN_concoct_48_sub	0	0	1	3443	78.4	1094	0	62.7	1338	3569496	0	3564	4	5	0	0	0	9	1	0	0	1	30
GL124_DN_metabat_122_sub	0	0	0	4184	81.4	735	0	46.7	2245	5088547	0	8156	3	7	0	0	0	2	0	0	2	1	41
GL124_DN_metabat_128	0	0	0	4867	77.9	983	0	55	2883	5499082	0	6124	1	11	0	0	0	8	0	0	0	1	21
GL124_DN_metabat_147	0	0	0	2811	85.4	167	0	56.7	995	2766399	0	23040	10	6	0	0	0	2	0	0	0	0	37
GL124_DN_metabat_23	0	0	0	3551	88.8	281	1	54.9	1300	3373273	0	21475	8	10	0	0	0	1	0	0	0	0	50
GL124_DN_metabat_32_sub	0	0	0	3408	85.6	481	1	58.4	1095	3353587	0	9719	6	2	0	0	0	4	0	0	0	0	30
GL124_DN_metabat_39_sub	0	0	0	2262	92.3	49	0	65.6	589	2269328	0	69303	5	2	0	0	0	2	0	0	0	1	37
GL124_DN_metabat_50_sub	0	0	1	2615	91.3	105	0	58	1562	2740358	0	44705	6	2	0	0	0	0	1	0	0	1	43
GL124_DN_metabat_88_sub	0	0	0	3136	87	290	1	55.3	881	3093661	0	16316	10	3	0	0	0	9	0	0	0	0	35
GL124_DN_metabat_99	0	0	0	681	81.2	74	0	38.9	424	667694	0	10463	0	0	0	0	0	1	1	0	0	0	25
GL124_DN_metabinner_1	0	0	0	2245	78.1	548	0	46.7	1437	2515783	0	5182	0	3	0	0	0	2	0	0	0	0	17
GL124_DN_metabinner_10_sub	0	0	0	3541	81.1	591	0	56.2	2117	3689728	0	9047	9	1	0	0	0	2	0	0	0	1	38
GL124_DN_metabinner_19	0	0	0	2257	79.7	571	0	52.3	1604	2227112	0	4024	0	1	0	0	0	1	0	0	0	0	13
GL124_DN_metabinner_2	0	0	0	3430	81.1	558	1	52.2	1866	3998580	0	9287	1	2	0	0	0	2	0	0	0	1	24
GL124_DN_metabinner_20	0	0	0	850	80.1	191	0	45	573	868578	0	5286	0	0	0	0	0	0	0	0	0	0	26
GL124_DN_metabinner_24	0	0	0	4105	87.5	310	0	62.1	1122	4122083	0	28764	13	9	0	0	0	25	0	0	1	0	44
GL124_DN_metabinner_25	0	0	0	4663	86.3	704	0	61.3	2452	5000507	0	10195	4	2	0	0	0	1	0	0	0	1	41
GL124_DN_metabinner_3	0	0	0	4550	89.2	356	0	53.9	3258	5211478	0	22724	3	2	0	0	0	1	0	0	0	0	47
GL124_DN_metabinner_32_sub	0	0	0	5242	79.4	1163	0	57.7	3147	5643720	0	5879	3	6	0	0	0	5	0	0	0	0	41
GL124_DN_metabinner_4	0	0	1	4042	86.6	455	0	56.2	2259	4384217	0	13776	5	1	0	0	0	0	1	0	0	1	39
GL124_DN_metabinner_44	0	0	0	3337	81.3	717	2	56.3	1721	3349710	0	5655	2	14	0	0	0	14	0	0	0	1	25
GL124_DN_metabinner_8	0	1	1	2890	88.4	144	0	68.9	1406	3541881	0	34622	3	1	0	0	0	0	2	0	1	1	41
GL124_UP_concoct_118_sub	0	0	0	2154	74.3	636	0	40.6	836	2348003	0	4470	5	110	0	0	0	3	0	0	0	1	21
GL124_UP_concoct_186	0	0	0	5475	83.7	1295	0	67.8	3659	5408944	0	4753	2	0	0	0	0	1	0	0	0	1	19
GL124_UP_concoct_188_sub	0	0	1	2473	70.9	819	1	50.8	1075	2355168	0	3002	8	7	0	0	0	30	1	0	0	1	29
GL124_UP_concoct_207	0	0	1	7388	90	486	1	67.7	3702	8009686	0	24214	4	2	0	0	0	10	1	0	0	1	61
GL124_UP_concoct_211	0	0	0	4001	91.8	127	2	62.3	1660	4446246	0	66801	6	4	0	0	0	1	2	0	2	1	44
GL124_UP_concoct_213	0	0	0	4177	79.2	1126	0	58.4	2542	4075969	0	4202	7	2	0	0	0	3	0	0	0	0	44
GL124_UP_concoct_234	0	0	0	2776	76.4	681	1	37.7	1376	3458631	0	6460	4	3	0	0	0	1	0	0	0	0	17
GL124_UP_concoct_33	0	0	1	2992	79.7	927	0	56.7	1306	2607019	0	3069	8	7	0	0	0	3	1	0	0	1	23
GL124_UP_concoct_38_sub	0	0	0	3455	86.4	415	0	65.3	1117	3542379	0	11225	7	6	0	0	0	11	0	0	0	1	35
GL124_UP_concoct_69	0	0	1	3226	86	567	0	61.7	1584	3444694	0	7958	4	2	0	0	0	1	1	0	0	1	19
GL124_UP_concoct_70_sub	0	0	0	2553	80.6	564	1	50.1	886	2532042	0	5543	9	5	0	0	0	4	0	0	0	0	32
GL124_UP_concoct_72	0	0	0	3336	83.9	471	0	61.5	867	3695119	0	10269	5	8	0	0	0	4	0	0	0	1	32
GL124_UP_concoct_88	0	0	0	3382	75.2	932	0	42.2	1342	3718123	0	4619	5	6	0	0	0	17	0	0	0	1	26
GL124_UP_metabat_123	1	0	0	2790	88.3	178	0	40	1357	2817708	0	27491	1	4	0	0	0	2	0	0	0	0	30
GL124_UP_metabat_21	0	0	1	2667	85.4	164	2	44.9	648	2830176	0	25421	8	6	1	0	0	44	1	0	2	1	35
GL124_UP_metabat_8_sub	0	0	1	8766	88.7	655	1	70.1	5318	9570187	0	21613	2	3	0	0	0	3	1	0	0	1	43
GL124_UP_metabat_89	1	0	1	4398	90.5	190	0	63.7	1652	4376951	0	82109	4	4	0	0	0	11	2	0	0	1	65
GL124_UP_metabinner_14_sub	0	0	0	3060	85.4	315	1	57.8	1056	3123672	0	14838	4	4	0	0	0	8	0	0	0	0	29
GL124_UP_metabinner_16	0	0	0	937	81.4	131	0	42.7	630	869393	0	8271	2	1	0	0	0	0	0	0	0	0	53
GL124_UP_metabinner_24_sub	0	0	0	3777	85.1	528	0	61.7	1102	3771020	0	10859	10	3	0	0	0	17	0	0	0	0	23
GL124_UP_metabinner_39	0	0	1	2600	88.3	244	0	52.4	944	2734856	0	16147	7	4	0	0	0	0	1	0	0	0	35
GL127_UP_concoct_10	0	0	1	1617	82.2	421	0	62.8	602	1462884	0	3829	3	2	0	0	0	4	1	0	0	0	31
GL127_UP_concoct_103	0	0	0	4655	80.9	1100	2	61.5	2883	5131209	0	5746	3	4	0	0	0	3	0	0	0	0	52
GL127_UP_concoct_112_sub	0	0	1	3081	67.2	1042	0	39.6	1345	3799914	0	4166	1	2	0	0	0	7	1	0	0	1	14
GL127_UP_metabat_20_sub	0	0	0	2313	87.1	281	0	52.6	896	2453110	0	11199	4	2	0	0	0	0	0	0	0	0	26
GL127_UP_metabinner_22	0	0	1	2751	76.2	658	0	37.7	1320	3360403	0	6359	3	3	0	0	0	0	0	0	0	0	28
GL127_UP_metabinner_5	0	0	0	2967	88.4	315	0	60.3	1175	3164274	0	17530	3	1	0	0	0	2	0	0	2	1	30
GL13_Down_concoct_98	1	0	1	5243	90.6	202	0	71.3	2296	5397458	0	43116	2	3	0	0	0	5	2	0	1	1	41
GL13_DownB_concoct_175	0	0	0	3256	71.8	1197	1	55.7	1752	2935524	0	2451	5	3	0	0	0	7	0	0	0	0	23
GL13_UpB_metabat_56_sub	0	0	0	3271	78.2	478	0	56.7	1411	3120305	0	7736	1	5	0	0	0	31	0	0	0	0	34
GL130_DN_concoct_4	0	0	1	2396	84.2	545	0	63.1	1296	2382125	0	5284	5	2	0	0	0	1	1	0	0	1	36
GL130_UP_concoct_108_sub	0	0	0	5360	79	1318	0	60.5	3607	5672392	0	5068	4	6	0	0	0	0	0	0	0	0	37
GL130_UP_metabat_84	0	0	0	2346	81.5	366	0	42.2	894	2718018	0	9586	3	2	0	0	0	8	0	0	1	0	20
GL130_UP_metabinner_7_sub	0	0	0	2547	76.8	615	2	47.5	1070	2743973	0	4905	7	2	0	0	0	9	0	0	0	0	19
GL132_DN_concoct_102	0	0	1	2814	77.2	910	0	58	1079	2720611	0	3202	12	5	0	0	0	4	1	0	0	0	18
GL132_DN_concoct_114	0	0	0	2633	66.4	1027	0	41.4	1700	2992783	0	3034	2	3	0	0	0	1	0	0	0	1	15
GL132_DN_concoct_262	0	0	1	5840	85.4	1280	1	66.3	3728	5933431	0	5686	3	2	0	0	0	1	1	0	0	1	27
GL132_DN_metabinner_20	0	0	0	2608	73.6	708	0	34.3	1394	3074985	0	4950	4	2	0	0	0	2	0	0	0	0	23
GL132_UP_concoct_175	0	0	1	4514	79.8	796	1	52.2	2586	4995847	0	8687	3	3	0	0	0	3	1	0	0	0	33
GL132_UP_concoct_180	0	0	0	3616	80.3	1101	0	64.8	2317	3713117	0	3744	1	1	0	0	0	2	0	0	0	0	25
GL132_UP_concoct_56	0	0	1	3832	85.5	771	0	67.6	2493	4123400	0	6555	1	3	0	0	0	0	1	0	0	0	25
GL132_UP_metabat_4_sub	0	0	0	3860	82.9	831	1	65.3	1463	3909630	0	4909	9	5	0	0	0	10	0	0	0	1	36
GL133_DN_concoct_143	0	0	1	3532	83	433	0	53.8	1562	3513093	0	12720	5	6	0	0	0	6	1	0	0	0	32
GL133_DN_concoct_61	0	0	0	4090	76.2	1125	0	52.9	2572	4274808	0	4312	2	2	0	0	0	4	0	0	0	1	33
GL133_DN_metabinner_11_sub	0	0	1	4237	85.9	543	0	50.5	1823	4412316	0	13250	13	3	0	0	0	3	1	0	0	0	42
GL133_DN_metabinner_5	0	0	0	2489	70.8	757	0	48.7	990	2750604	0	3799	7	7	0	0	0	11	0	0	0	1	29
GL133_UP_concoct_191	0	0	0	3237	82	527	0	59.3	1086	3288374	0	8045	10	6	0	0	0	5	0	0	0	0	36
GL133_UP_concoct_193	0	0	1	2449	77.9	767	0	57.8	888	2424179	0	3508	8	5	0	0	0	4	1	0	0	0	23
GL133_UP_concoct_53	0	0	0	6042	81.1	1438	0	70.1	3853	6852131	0	5862	2	2	0	0	0	1	0	0	0	1	41
GL133_UP_metabinner_6	0	0	0	1830	74.3	506	0	43	555	1968473	0	4073	4	4	0	0	0	12	0	0	5	0	18
GL135_DN_concoct_129	0	0	0	2471	83.7	566	0	62.6	1185	2463561	0	5288	3	2	0	0	0	2	2	0	0	0	16
GL135_DN_metabat_53_sub	0	0	1	6798	82.4	1296	0	69.1	4360	7980276	0	7269	1	1	0	0	0	1	1	0	0	0	71
GL135_DN_metabinner_19	0	0	0	2322	84.4	498	0	60.9	943	2178321	0	4695	3	2	0	0	0	1	0	0	0	0	28
GL135_UP_concoct_100	0	0	1	3969	79.3	1009	1	72.8	1601	3996879	0	4820	6	5	0	0	0	8	1	0	0	1	31
GL135_UP_concoct_13	0	0	0	4745	83.5	1188	0	68.2	3069	4744451	0	4481	2	1	0	0	0	1	0	0	0	1	29
GL135_UP_concoct_162	0	0	1	2770	78.1	565	1	40.7	1602	3264670	0	7697	1	3	0	0	0	3	1	0	0	1	29
GL135_UP_concoct_228	0	0	0	2650	77.2	615	0	55.3	1310	2483396	0	4620	3	4	0	0	0	8	0	0	0	1	27
GL135_UP_concoct_231	0	0	0	3211	73.1	1087	0	57.2	1595	3469579	0	3509	6	0	0	0	0	6	0	0	0	0	25
GL135_UP_metabat_97_sub	0	0	0	3342	83.4	653	0	66.1	1222	3529433	0	6019	5	4	0	0	0	7	0	0	0	1	27
GL137_UP_concoct_219	0	0	0	4483	80	962	0	67.5	1909	5281160	0	7022	5	1	0	0	0	1	2	0	0	1	36
GL137_UP_concoct_28	0	0	0	4322	78.9	1422	1	71.6	2819	4296442	0	3272	2	4	0	0	0	6	0	0	0	1	44
GL137_UP_concoct_3	0	0	1	3969	85.6	633	0	66.6	1394	4045727	0	8151	6	6	0	0	0	6	1	0	0	0	41
GL137_UP_concoct_56	0	0	0	5792	84.5	1306	0	67.5	3057	6116233	0	5532	3	1	0	0	0	8	0	0	0	0	34
GL137_UP_concoct_7	0	0	0	3942	83.1	876	0	63	2089	4107113	0	6126	7	1	0	0	0	2	0	0	0	0	28
GL137_UP_concoct_73	0	0	1	2962	77.7	750	0	38.6	1667	3112850	0	4973	2	1	0	0	0	0	0	0	0	0	18
GL137_UP_concoct_75	0	0	0	2785	83.1	566	0	65.9	1056	2765953	0	5618	2	4	0	0	0	5	0	0	2	1	27
GL137_UP_concoct_87	0	0	0	3323	71.1	861	0	52.4	1466	3773235	0	5611	9	10	0	0	0	12	0	0	0	0	19
GL137_UP_metabat_84	0	0	0	2959	80.4	610	1	65.6	1105	3198799	0	5855	5	4	0	0	0	5	0	0	0	0	27
GL139_DN_metabinner_2	0	0	1	2674	83	517	0	59.8	1411	2694096	0	6121	1	4	0	0	0	3	1	0	0	1	24
GL139_UP_concoct_203_sub	0	0	0	3435	72.4	1191	0	53.8	2280	3396919	0	2932	1	0	0	0	0	2	0	0	1	0	19
GL139_UP_concoct_236_sub	0	0	0	5819	82.7	1220	0	66.5	4246	5885770	0	5624	1	3	0	0	0	3	0	0	0	1	32
GL139_UP_concoct_52_sub	0	0	1	4525	87	719	0	70.2	3151	4895076	0	8011	4	1	0	0	0	0	1	0	0	2	24
GL139_UP_concoct_95_sub	0	0	0	4937	72.3	1498	0	50.9	2784	5253467	0	3828	7	5	0	0	0	2	0	0	0	0	35
GL139_UP_metabat_106	0	0	0	3582	75.3	796	0	42.3	1586	4318933	0	5870	4	9	0	0	0	12	0	0	0	0	23
GL139_UP_metabat_150	0	0	1	2394	85.6	341	0	60	763	2408675	0	8670	7	4	0	0	0	6	1	0	2	1	28
GL139_UP_metabat_204	0	0	0	2089	85.8	354	0	60.3	731	1991171	0	6272	5	2	0	0	0	0	0	0	0	1	30
GL139_UP_metabat_48	0	0	0	2166	82.9	392	0	57.2	740	2113543	0	5930	5	4	0	0	0	6	1	0	0	0	20
GL139_UP_metabat_62	0	0	1	1929	87.1	155	0	54.5	498	1953099	0	17858	8	8	0	0	0	3	1	0	0	0	33
GL139_UP_metabinner_1	0	0	0	6242	84.2	926	1	65.2	3773	6856934	0	10354	2	2	0	0	0	4	0	0	0	1	40
GL139_UP_metabinner_10	0	0	1	1777	79.5	436	0	50.4	1062	1852196	0	4607	4	2	0	0	0	1	1	0	0	0	14
GL139_UP_metabinner_14	0	0	2	2584	85.2	357	0	60.7	972	2715762	0	9842	4	4	0	0	0	1	2	0	0	0	38
GL139_UP_metabinner_2_sub	0	0	0	3105	86.7	259	0	38.5	1129	3547330	0	21776	3	3	0	0	0	3	0	0	0	1	23
GL139_UP_metabinner_22_sub	0	0	0	3953	83.1	899	0	66.6	2754	4420790	0	5603	0	0	0	0	0	0	0	0	0	1	22
