protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GL132_UP_concoct_180_1048_6	392	S1_14	426	1.6e-121	398.3	3	355	53	392	82.6	1	high		
336R_concoct_237_628_1	774	S1_4	536	2.2e-202	665.8	2	519	38	578	96.5	1	high	3.1.6.1 	
GL97_DN_concoct_74_sub_434_5	474	S1_16	444	1.3e-114	375.6	3	439	25	461	98.2	1	high		
GL72_DN_metabinner_12_192_11	305	S1_23	422	1.4e-48	158.2	149	337	95	295	44.5	1	probable fragment		another fragment from 24 to 98 score 122.8
GFS_6317_228_2	296	S1_8	443	2.7e-55	180.1	195	421	1	241	51.0	1	probable fragment		
GL26_UP_concoct_141_248_2	500	S1_8	443	2.3e-32	104.6	2	280	27	323	62.8	1	probable fragment		
GFS_2643_496_1	257	S1_61	451	3.3e-39	127.3	241	441	1	208	44.3	1	probable fragment		
GFS_12034_345_10	537	S1_56	526	1.9e-227	748.3	2	524	3	534	99.2	1	high		
GFS_2191_435_2	644	S1_8	443	2.2e-65	213.4	2	331	21	351	74.3	1	probable fragment		
GFS_12844_2908_3	415	S1_14	426	2.1e-64	210.2	3	263	58	410	61.0	1	probable fragment		
GL119_DN_concoct_221_sub_964_11	483	S1_7	456	6.5e-154	505.5	2	446	23	452	97.4	1	high	3.1.6.13 3.1.6.- 	
339R_concoct_132_sub_31_5	492	S1_8	443	3.6e-133	436.8	2	424	27	437	95.3	1	high	3.10.1.1 3.1.6.- 	
GFS_7929_197_3	695	S1_32	423	1.9e-137	450.6	2	407	14	410	95.7	1	high		
GL94_DN_metabinner_27_431_1	415	S1_7	456	1.6e-111	365.7	111	449	6	407	74.1	1	high	3.1.6.13 3.1.6.- 	
GL82_DN_concoct_219_939_2	606	S1_16	444	1.6e-161	530.1	3	435	28	464	97.3	1	high		
GFS_6199_242_6	717	S1_8	443	1.7e-21	148.6	2	331	45	367	74.3	1	probable fragment		fusion of 2 fragments from 226 to 367 score 68.7 fragment 2 from 45 to 215 score 79.9
GL26_UP_concoct_141_762_3	440	S1_8	443	1.9e-38	124.6	5	295	22	338	65.5	1	probable fragment		
GL132_DN_metabinner_20_417_6	800	S1_7	456	1.4e-47	301	2	445	36	570	97.1	1	high	3.1.6.13 3.1.6.- 	fusion of 2 fragments from 351 to 570 score 155.0 fragment 2 from 36 to 275 score 146.0
GL28_UP_metabinner_4_27_2	461	S1_20	444	9e-175	574.1	2	437	26	459	98.0	1	high		
GL127_UP_metabinner_22_344_3	451	S1_36	438	6e-177	581.1	1	420	2	433	95.7	1	high		
GL140_3_metabinner_40_77_5	718	S1_20	444	3.7e-129	423.7	2	435	35	557	97.5	1	high		
GFS_4384_1158_5	498	S1_46	459	3.4e-89	291.9	2	453	22	474	98.3	1	low		
GFS_5294_761_5	217	S1_46	459	8.9e-32	102.6	2	185	19	217	39.9	1	probable fragment		
GFS_11879_193_1	643	S1_8	443	2.5e-31	207.2	3	331	75	415	74.0	1	probable fragment		fusion of 2 fragments from 261 to 415 score 101.1 fragment 2 from 75 to 257 score 106.1
GL51_DN_metabinner_15_sub_119_5	587	S1_7	456	4.6e-168	552.1	4	446	29	500	96.9	1	high	3.1.6.13 3.1.6.- 	
GL124_DN_concoct_187_20_13	628	S1_8	443	2.5e-42	137.4	3	357	172	581	79.9	1	probable fragment		
GL103_UP_concoct_32_75_5	386	S1_11	498	1.4e-152	501.4	5	388	11	385	76.9	1	high	3.1.6.11 3.1.6.14 	
GL119_DN_concoct_221_sub_720_1	381	S1_8	443	1.8e-116	381.8	2	339	23	378	76.1	1	high	3.10.1.1 3.1.6.- 	
GFS_1161_203_1	356	S1_73	463	8.7e-72	234.6	157	450	24	348	63.3	1	probable fragment		
GFS_8640_400_4	621	S1_8	443	5e-18	143.7	2	314	15	326	70.4	1	probable fragment		fusion of 2 fragments from 221 to 326 score 57.3 fragment 2 from 15 to 191 score 86.4
GFS_11411_357_10	216	S1_19	430	1.1e-71	234.0	221	421	2	201	46.5	1	probable fragment		
GL68_DN_metabinner_6_181_4	579	S1_8	443	9.6e-102	417.3	86	430	21	418	77.7	1	high	3.10.1.1 3.1.6.- 	fusion of 2 fragments from 21 to 84 score 84.1 and from 81 to 418 score 333.2
GFS_3877_20_43	484	S1_8	443	6.6e-129	422.7	4	431	21	473	96.4	1	high	3.10.1.1 3.1.6.- 	
GL140_3_concoct_225_sub_1025_5	262	S1_46	459	1.9e-51	167.5	233	445	13	222	46.2	1	probable fragment		
GL73_DN_concoct_61_834_1	283	S1_54	481	2.2e-57	187.5	2	258	23	257	53.2	1	probable fragment		
GFS_13068_1430_2	542	S1_15	471	3.1e-165	542.9	2	469	43	520	99.2	1	high	3.1.6.4 	
GFS_2591_528_12	981	S1_8	443	1.9e-35	114.7	5	308	280	571	68.4	1	probable fragment		
336R_metabat_67_38_42	501	S1_11	498	2.5e-173	569.9	5	485	17	487	96.4	1	high	3.1.6.11 3.1.6.14 	
GL140_4_concoct_248_sub_217_10	637	S1_53	474	1.3e-37	122.2	269	444	206	376	36.9	1	probable fragment		
GFS_12412_214_17	553	S1_8	443	6.9e-129	422.7	2	432	26	471	97.1	1	high	3.10.1.1 3.1.6.- 	
GFS_12504_311_3	607	S1_4	536	1.1e-160	528.2	2	519	41	564	96.5	1	high	3.1.6.1 	
GFS_3381_43_45	447	S1_20	444	4.7e-157	515.7	2	436	16	441	97.7	1	high		
GFS_5479_748_1	316	S1_8	443	3.8e-31	100.6	3	252	62	309	56.2	1	probable fragment		
GFS_2330_346_4	574	S1_17	425	8.6e-150	491.5	2	423	15	437	99.1	1	high	3.1.6.- 	
GFS_4702_138_6	521	S1_46	459	1.2e-87	286.8	5	448	7	503	96.5	1	low		
GL72_UP_metabinner_105_sub_600_1	400	S1_20	444	6.4e-62	202.1	2	356	42	383	79.7	1	probable fragment		
GFS_14252_348_2	674	S1_0	499	4.8e-31	100.4	185	490	41	327	61.1	1	probable fragment		
GL86_DN_metabat_16_sub_7_5	737	S1_8	443	1e-23	153.5	191	303	66	384	25.3	1	probable fragment		fusion of 2 fragments from 66 to 264 score 77.4 and from 262 to 384 score 76.1
GL117_UP_concoct_13_229_34	509	S1_15	471	1.2e-168	554.2	2	464	44	504	98.1	1	high	3.1.6.4 	
GFS_4118_380_1	485	S1_7	456	4.5e-147	482.9	2	443	34	483	96.7	1	high	3.1.6.13 3.1.6.- 	
GFS_6609_173_1	521	S1_29	405	1.1e-132	435.3	2	398	24	434	97.8	1	high		
GFS_9488_57_19	562	S1_8	443	7.3e-25	164.2	2	335	20	345	75.2	1	probable fragment		fusion of 2 fragments from 196 to 345 score 79.9 fragment 2 from 20 to 191 score 84.3
GL51_DN_metabinner_8_132_6	2884	S1_29	405	5.2e-118	386.9	4	401	1147	1565	98.0	1	high		
338R_concoct_65_575_27	513	S1_8	443	1.4e-131	431.5	2	427	22	475	95.9	1	high	3.10.1.1 3.1.6.- 	
GL74_UP_metabat_64_14_8	2452	S1_29	405	2.3e-111	365.0	2	400	615	1064	98.3	1	high		
GL140_4_metabat_227_97_5	748	S1_48	499	8.8e-125	409.7	2	464	40	616	92.6	1	high		
GL47_Down_concoct_66_108_1	320	S1_8	443	3.5e-69	225.9	139	422	15	313	63.9	1	probable fragment		
GL72_DN_metabinner_2_127_48	460	S1_61	451	1e-47	239.3	1	433	6	413	95.8	1	low		fusion of 2 fragments from 212 to 413 score 155.3 fragment 2 from 6 to 178 score 84.0
GL124_UP_metabat_8_sub_54_7	981	S1_8	443	7.2e-35	112.8	5	308	280	571	68.4	1	probable fragment		
GL124_DN_concoct_187_0_18	650	S1_46	459	1.8e-46	218.1	3	431	180	601	93.2	1	low		fusion of 2 fragments from 335 to 601 score 151.0 fragment 2 from 180 to 274 score 67.1
GL103_UP_concoct_68_840_1	382	S1_8	443	1e-34	112.3	6	305	33	380	67.5	1	probable fragment		
GL74_UP_metabat_107_sub_50_5	471	S1_19	430	1.6e-154	507.0	2	422	32	447	97.7	1	high	3.1.6.- 	
GL58_Up_concoct_85_290_2	749	S1_8	443	5.2e-26	162.5	191	330	56	405	31.4	1	probable fragment		fusion of 2 fragments from 56 to 261 score 78.9 and from 258 to 405 score 83.6
GFS_4627_11_1	538	S1_14	426	2.9e-159	522.7	2	422	64	508	98.6	1	high		
336R_metabinner_45_sub_202_3	524	S1_16	444	5.2e-35	113.2	237	433	192	384	44.1	1	probable fragment		
GL45_UP_metabinner_10_sub_168_1	593	S1_53	474	1.1e-39	129.1	4	365	230	590	76.2	1	probable fragment		
GFS_4384_1161_7	552	S1_17	425	1.6e-179	589.5	2	420	24	442	98.4	1	high	3.1.6.- 	
GFS_10859_211_20	511	S1_0	499	6.6e-186	611.2	3	492	6	485	98.0	1	high	3.1.-.- 	
GL73_DN_concoct_61_603_11	468	S1_25	440	1.3e-155	511.1	2	434	30	466	98.2	1	high	3.1.6.- 	
GFS_3114_591_1	463	S1_8	443	1.7e-96	316.0	138	432	2	303	66.4	1	high	3.10.1.1 3.1.6.- 	
GL140_5_metabinner_64_68_20	516	S1_11	498	1.6e-201	662.9	5	487	23	496	96.8	1	high	3.1.6.11 3.1.6.14 	
GL119_DN_concoct_128_sub_294_2	423	S1_21	416	2.5e-166	545.9	2	414	27	419	99.0	1	high		
GFS_1591_101_3	755	S1_4	536	3.1e-224	737.9	2	519	53	583	96.5	1	high	3.1.6.1 	
GL28_DN_metabinner_1_31_63	549	S1_4	536	5.5e-180	591.9	2	508	27	538	94.4	1	high	3.1.6.1 	
GFS_895_92_5	656	S1_8	443	2.9e-55	180.0	3	330	8	360	73.8	1	probable fragment		
GL82_UP_concoct_14_297_1	386	S1_27	454	2.2e-105	345.6	68	447	1	356	83.5	1	high	3.1.6.12 3.1.6.- 	
GLR20_GL16_DN_1_concoct_109_301_2	836	S1_8	443	4.1e-38	123.5	4	310	240	531	69.1	1	probable fragment		
GFS_10023_360_11	590	S1_16	444	7e-153	501.7	2	437	21	455	98.0	1	high		
GFS_4145_69_8	458	S1_17	425	1.3e-109	359.1	2	408	3	451	95.5	1	high	3.1.6.- 	
GL117_UP_metabat_119_83_3	672	S1_4	536	5.8e-162	532.4	2	508	20	488	94.4	1	high	3.1.6.1 	
GL53_Down_concoct_240_945_4	456	S1_48	499	2.2e-121	398.5	2	396	39	421	79.0	1	high		
GL119_DN_concoct_221_sub_771_1	456	S1_19	430	2.7e-162	532.6	2	419	22	444	97.0	1	high	3.1.6.- 	
GFS_3178_1213_2	735	S1_4	536	2e-223	735.2	2	516	36	563	95.9	1	high	3.1.6.1 	
GL82_UP_concoct_14_813_8	338	S1_4	536	1.1e-129	425.9	2	316	19	326	58.6	1	high	3.1.6.1 	
GFS_5321_229_18	443	S1_27	454	3e-122	401.2	2	444	22	432	97.4	1	high	3.1.6.12 3.1.6.- 	
GFS_5712_386_7	471	S1_25	440	6.3e-175	574.7	2	434	28	469	98.2	1	high	3.1.6.- 	
GFS_10166_301_1	459	S1_53	474	2e-32	105.1	267	442	251	424	36.9	1	probable fragment		
GL72_UP_concoct_294_583_2	475	S1_26	443	2.2e-138	454.3	2	434	26	466	97.5	1	high		
GL95_UP_concoct_247_270_1	714	S1_20	444	3.3e-87	285.5	87	427	2	398	76.6	1	probable fragment		
GL28_DN_metabat_107_sub_187_4	524	S1_29	405	2.8e-130	427.3	4	389	39	429	95.1	1	high		
GL127_UP_concoct_112_sub_1040_2	201	S1_19	430	2.9e-65	212.9	4	146	44	188	33.0	1	probable fragment		
GFS_12838_47_25	473	S1_27	454	1.6e-148	487.8	2	448	22	444	98.2	1	high	3.1.6.12 3.1.6.- 	
GFS_13875_1260_2	685	S1_12	481	5.9e-33	106.8	251	422	481	658	35.6	1	probable fragment		
GFS_2209_115_11	555	S1_4	536	3.9e-191	628.6	2	515	29	546	95.7	1	high	3.1.6.1 	
336R_concoct_238_813_2	471	S1_61	451	9.4e-67	218.1	1	441	3	422	97.6	1	low		
GFS_6452_347_2	663	S1_8	443	7.7e-52	168.8	3	331	30	365	74.0	1	probable fragment		
GFS_9901_564_2	477	S1_61	451	4.1e-46	150.0	2	358	34	369	78.9	1	probable fragment		
GFS_12838_174_27	447	S1_71	422	6.7e-146	478.8	2	411	20	441	96.9	1	high		
GFS_3054_905_3	542	S1_15	471	6.4e-165	541.9	2	469	43	520	99.2	1	high	3.1.6.4 	
GFS_7929_743_1	400	S1_26	443	7.4e-123	403.1	2	372	22	396	83.5	1	high		
GFS_5321_275_30	466	S1_22	433	5.8e-170	558.0	3	426	25	464	97.7	1	high		
GFS_13757_765_27	809	S1_12	481	5.4e-34	110.2	253	435	608	797	37.8	1	probable fragment		
GFS_4145_69_7	514	S1_15	471	2.2e-143	470.9	3	463	2	482	97.7	1	high	3.1.6.4 	
GL28_DN_metabat_107_sub_286_2	167	S1_20	444	5e-55	179.4	2	118	19	150	26.1	1	probable fragment		
GL119_DN_concoct_185_460_21	498	S1_7	456	2.8e-90	295.7	2	447	22	469	97.6	1	low		
GFS_8554_143_3	522	S1_25	440	7.9e-160	525.0	2	433	24	455	98.0	1	high	3.1.6.- 	
GL32_Down_metabat_63_449_1	249	S1_7	456	3e-64	209.9	2	198	40	246	43.0	1	probable fragment		
GL94_UP_concoct_254_95_11	488	S1_7	456	2e-89	292.9	2	449	15	461	98.0	1	low		
338R_concoct_65_541_30	438	S1_24	410	1.1e-148	488.0	2	403	21	422	97.8	1	high		
GFS_13241_68_13	806	S1_12	481	3.3e-31	101.0	254	437	602	793	38.0	1	probable fragment		
GFS_5321_231_20	498	S1_7	456	1.2e-88	290.4	2	448	22	470	97.8	1	low		
GL74_DN_metabat_45_115_11	547	S1_29	405	8.3e-134	438.9	2	399	52	461	98.0	1	high		
GFS_9826_2096_4	968	S1_8	443	5e-39	126.5	3	306	257	546	68.4	1	probable fragment		
GFS_9240_686_12	457	S1_53	474	2.7e-31	101.4	274	445	263	430	36.1	1	probable fragment		
GL98_DN_concoct_155_375_2	2627	S1_29	405	5.9e-126	413.1	3	396	1060	1485	97.0	1	high		
GL72_UP_concoct_2_524_1	693	S1_7	456	2.2e-121	398.3	2	450	60	508	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_11554_1623_4	551	S1_15	471	5.2e-165	542.2	2	469	44	521	99.2	1	high	3.1.6.4 	
GL34_DN_concoct_163_sub_237_1	523	S1_12	481	2.4e-202	665.4	2	480	2	485	99.4	1	high	3.1.6.6 3.1.6.- 	
GL53_Up_metabinner_1_753_8	632	S1_8	443	8.7e-118	386.1	2	432	23	462	97.1	1	high	3.10.1.1 3.1.6.- 	
GL34_DN_metabinner_24_sub_372_2	551	S1_15	471	2e-166	546.8	2	469	44	521	99.2	1	high	3.1.6.4 	
GFS_14214_1329_2	459	S1_61	451	1.1e-74	244.3	1	441	5	433	97.6	1	low		
GFS_5966_231_10	721	S1_8	443	1.1e-18	122.6	6	334	34	358	74.0	1	probable fragment		fusion of 2 fragments from 210 to 358 score 59.4 fragment 2 from 34 to 202 score 63.2
GL29_UP_metabinner_4_150_3	471	S1_6	469	3.6e-152	500.0	3	458	31	467	97.0	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GFS_8654_84_2	505	S1_6	469	9.9e-159	521.6	2	459	54	501	97.4	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL117_UP_metabat_70_278_64	502	S1_46	459	4.3e-88	288.3	3	447	29	473	96.7	1	low		
GL117_UP_concoct_203_291_8	1689	S1_29	405	3.8e-125	410.4	2	393	626	1036	96.5	1	high		
GFS_12844_1862_2	331	S1_2	476	1.7e-32	105.1	171	342	58	254	35.9	1	probable fragment		
GL139_UP_metabat_106_498_8	313	S1_16	444	7.9e-104	340.0	2	263	37	308	58.8	1	high		
GFS_2106_738_3	474	S1_61	451	2.1e-71	233.4	1	435	11	420	96.2	1	low		
GL140_5_metabinner_6_152_1	302	S1_8	443	3.2e-53	173.3	4	275	30	300	61.2	1	probable fragment		
GL56_Down_concoct_109_558_3	435	S1_32	423	5.3e-137	449.2	2	410	20	413	96.5	1	high		
GL47_Up_concoct_181_sub_1059_4	741	S1_8	443	3.1e-34	110.7	4	331	410	740	73.8	1	probable fragment		
GFS_2191_435_3	714	S1_8	443	1.4e-51	167.9	2	335	42	381	75.2	1	probable fragment		
GL140_5_metabinner_35_sub_225_5	674	S1_36	438	1.1e-159	524.2	2	434	28	447	98.6	1	high		
338R_concoct_65_563_2	487	S1_44	500	1.6e-120	395.2	2	454	19	480	90.4	1	high		
GL45_Down_concoct_159_sub_655_3	397	S1_16	444	7.9e-136	445.5	60	438	1	383	85.1	1	high		
GFS_12412_217_1	254	S1_16	444	6.1e-73	238.2	197	434	1	242	53.4	1	probable fragment		
GFS_6721_542_34	669	S1_12	481	6.3e-32	103.4	240	443	454	662	42.2	1	probable fragment		
GL53_Down_metabinner_30_sub_318_1	1160	S1_8	443	3.9e-44	143.4	2	160	990	1159	35.7	1	probable fragment		
GL140_5_metabinner_64_273_7	376	S1_20	444	1.6e-44	197.6	84	355	40	371	61.0	1	probable fragment		fusion of 2 fragments from 40 to 100 score 52.8 and from 96 to 371 score 144.8
GL72_UP_concoct_70_sub_726_3	519	S1_8	443	7.7e-131	429.1	2	427	24	481	95.9	1	high	3.10.1.1 3.1.6.- 	
GL140_5_concoct_333_sub_518_3	470	S1_7	456	7.7e-143	469.0	3	448	23	457	97.6	1	high	3.1.6.13 3.1.6.- 	
GL103_UP_concoct_68_636_1	830	S1_8	443	6.2e-44	142.7	2	307	388	713	68.8	1	probable fragment		
GFS_5830_44_10	1143	S1_32	423	1e-113	372.4	3	404	130	559	94.8	1	high		
GFS_7177_117_1	636	S1_16	444	4.7e-135	442.9	2	439	36	458	98.4	1	high		
GL51_DN_metabinner_15_sub_121_1	439	S1_29	405	4.9e-96	314.5	76	401	5	347	80.2	1	high		
GFS_4384_111_2	196	S1_53	474	1.1e-33	109.2	281	466	2	187	39.0	1	probable fragment		
GFS_3883_341_2	386	S1_46	459	2.9e-37	120.7	175	436	97	347	56.9	1	probable fragment		
GL28_DN_concoct_192_644_1	407	S1_11	498	3.8e-158	519.8	5	410	11	406	81.3	1	high	3.1.6.11 3.1.6.14 	
GFS_5639_122_1	475	S1_25	440	1e-152	501.6	3	434	38	472	98.0	1	high	3.1.6.- 	
GFS_9665_837_9	484	S1_64	483	2.1e-73	240.5	3	375	5	418	77.0	1	probable fragment		
GFS_13892_306_3	465	S1_0	499	1.6e-36	118.5	194	485	177	438	58.3	1	probable fragment		another fragment from 45 to 186 score 68.9
GFS_5712_15_4	486	S1_39	451	1.2e-199	655.9	3	451	26	482	99.3	1	high		
GFS_3107_216_6	462	S1_0	499	2.5e-139	457.6	26	494	1	442	93.8	1	high	3.1.-.- 	
GL140_5_concoct_333_sub_261_1	232	S1_25	440	9.6e-75	244.6	2	230	15	232	51.8	1	probable fragment		
GL119_DN_concoct_185_67_30	440	S1_16	444	9.5e-70	227.7	2	428	23	432	95.9	1	low		
GFS_3054_634_5	636	S1_16	444	9.2e-132	432.1	2	439	36	458	98.4	1	high		
GFS_12766_0_25	247	S1_8	443	8.3e-48	155.5	2	163	28	195	36.3	1	probable fragment		
GFS_6091_499_9	662	S1_8	443	1.2e-35	115.4	3	307	282	592	68.6	1	probable fragment		
GFS_8785_633_3	777	S1_4	536	8e-195	640.8	2	514	31	581	95.5	1	high	3.1.6.1 	
GL51_Up_concoct_59_sub_533_18	595	S1_17	425	1.1e-176	580.2	3	422	28	451	98.6	1	high	3.1.6.- 	
GFS_1658_205_5	407	S1_4	536	2.6e-72	236.5	323	520	10	217	36.8	1	probable fragment		
GL117_UP_metabat_119_62_3	473	S1_8	443	7.2e-132	432.5	2	435	18	463	97.7	1	high	3.10.1.1 3.1.6.- 	
GFS_6506_475_4	681	S1_8	443	2.3e-53	173.8	3	335	38	390	74.9	1	probable fragment		
GFS_5966_277_2	670	S1_8	443	1.8e-26	162.3	191	330	10	358	31.4	1	probable fragment		fusion of 2 fragments from 10 to 210 score 77.1 and from 209 to 358 score 85.2
GFS_8796_485_2	1085	S1_29	405	1.6e-121	398.4	2	396	569	979	97.3	1	high		
GFS_13369_428_23	802	S1_0	499	5.9e-33	106.7	145	412	460	721	53.5	1	probable fragment		
GL58_Up_concoct_85_290_3	717	S1_8	443	1.6e-25	172	191	330	51	376	31.4	1	probable fragment		fusion of 2 fragments from 51 to 234 score 90.0 and from 233 to 376 score 82.0
GL26_UP_concoct_141_600_2	499	S1_29	405	6e-65	212.1	4	384	12	473	93.8	1	low		
GFS_2055_1047_3	896	S1_15	471	1.9e-165	543.6	3	468	44	517	98.7	1	high	3.1.6.4 	
GFS_6199_632_8	716	S1_8	443	2.7e-35	114.2	4	309	32	355	68.8	1	probable fragment		
GFS_12806_144_6	405	S1_16	444	7.2e-58	466.8	2	430	22	402	96.4	1	high		fusion of 2 fragments from 240 to 402 score 188.5 fragment 2 from 22 to 238 score 278.3
GFS_4334_637_1	470	S1_53	474	1.4e-33	108.9	266	447	56	231	38.2	1	probable fragment		
GLR21_GL16_DN_2_concoct_140_222_1	634	S1_8	443	1.5e-37	121.7	3	302	245	551	67.5	1	probable fragment		
GFS_6476_204_2	217	S1_53	474	1.4e-34	112.2	267	455	7	203	39.7	1	probable fragment		
GFS_5510_198_2	474	S1_16	444	1.1e-152	501.0	2	430	23	468	96.4	1	high		
GL124_DN_concoct_187_328_1	648	S1_8	443	1.7e-38	124.8	2	230	378	642	51.5	1	probable fragment		
GL140_3_concoct_225_sub_206_1	498	S1_17	425	4.2e-158	518.9	33	420	1	388	91.1	1	high	3.1.6.- 	
GFS_2040_1324_1	339	S1_53	474	1.6e-32	105.4	257	453	120	312	41.4	1	probable fragment		
GFS_2600_25_1	569	S1_16	444	3.8e-87	285.0	144	422	8	290	62.6	1	probable fragment		
GL74_DN_concoct_155_sub_813_5	757	S1_52	473	3.2e-37	120.9	260	463	552	752	42.9	1	probable fragment		
GFS_3369_158_6	658	S1_8	443	4.6e-34	110.2	2	333	208	554	74.7	1	probable fragment		
GL103_UP_concoct_68_314_1	602	S1_8	443	1.8e-56	184.0	5	331	25	351	73.6	1	probable fragment		
GFS_13179_308_2	374	S1_9	433	1.1e-110	362.5	2	305	45	373	70.0	1	high	3.1.6.- 	
GL73_DN_concoct_173_sub_395_3	657	S1_8	443	5.6e-26	197.1	3	336	23	356	75.2	1	probable fragment		fusion of 2 fragments from 206 to 356 score 83.5 fragment 2 from 23 to 195 score 113.6
GFS_3114_590_12	678	S1_8	443	1.1e-57	188.1	3	332	38	368	74.3	1	probable fragment		
GL140_5_concoct_247_sub_804_5	457	S1_27	454	6.8e-93	304.4	3	441	3	450	96.5	1	high	3.1.6.12 3.1.6.- 	
GFS_8291_1035_1	648	S1_19	430	2.7e-147	483.2	2	419	172	631	97.0	1	high	3.1.6.- 	
GL117_UP_concoct_262_sub_614_3	534	S1_29	405	4.2e-130	426.7	2	401	22	439	98.5	1	high		
GL119_DN_concoct_221_sub_655_4	434	S1_46	459	3.3e-65	212.8	45	448	2	405	87.8	1	low		
GL22_DN_concoct_152_49_5	626	S1_8	443	1.8e-21	177.1	5	298	49	341	66.1	1	probable fragment		fusion of 2 fragments from 233 to 341 score 68.7 fragment 2 from 49 to 218 score 108.4
GL117_UP_metabat_70_319_5	503	S1_12	481	2.8e-108	355.2	2	441	37	498	91.3	1	several good hits	3.1.6.6 3.1.6.- 	 good hit with these HMMs: S1_12(355.2);S1_46(347.0);S1_73(333.9);S1_53(319.7);S1_7(316.9)
GL75_DN_concoct_31_974_4	563	S1_17	425	2.2e-163	536.3	2	417	26	450	97.6	1	high	3.1.6.- 	
GL74_DN_concoct_155_sub_87_4	721	S1_16	444	3.5e-31	100.6	166	414	457	688	55.9	1	probable fragment		
GFS_6796_371_2	241	S1_71	422	2e-80	263.1	198	420	12	237	52.6	1	probable fragment		
GFS_13068_194_1	221	S1_32	423	3e-59	193.0	208	414	3	213	48.7	1	probable fragment		
GL51_Up_concoct_59_sub_533_22	460	S1_22	433	6.3e-158	518.3	2	426	39	452	97.9	1	high		
GLR68_GL53_UP_2_metabat_7_sub_204_13	455	S1_13	476	1e-160	528.1	2	457	7	441	95.6	1	high		
GL35_DN_concoct_8_131_1	179	S1_15	471	2.7e-45	147.5	302	467	8	177	35.0	1	probable fragment		
GL28_DN_metabat_107_sub_145_3	280	S1_15	471	1.7e-88	289.9	191	463	1	268	57.7	1	probable fragment		
GFS_14214_1329_1	296	S1_61	451	1.1e-46	151.9	239	443	9	212	45.2	1	probable fragment		
GFS_7831_560_2	194	S1_26	443	4.3e-54	176.5	245	432	2	192	42.2	1	probable fragment		
GL132_UP_concoct_180_238_2	494	S1_6	469	1.6e-136	448.4	2	457	44	493	97.0	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
339R_concoct_84_sub_111_3	518	S1_8	443	1.5e-132	434.8	2	428	23	481	96.2	1	high	3.10.1.1 3.1.6.- 	
GFS_6317_783_1	404	S1_53	474	4.2e-98	321.7	83	467	9	389	81.0	1	high		
GFS_5688_66_12	698	S1_16	444	4.2e-132	433.2	2	439	98	520	98.4	1	high		
GFS_3927_102_8	463	S1_46	459	3.4e-85	278.7	10	450	1	455	95.9	1	low		
GFS_4725_464_12	437	S1_64	483	3.1e-31	101.5	156	382	134	392	46.8	1	probable fragment		
GFS_12854_515_1	372	S1_14	426	2.5e-122	401.0	104	421	1	342	74.4	1	high		
GL28_DN_concoct_192_794_3	442	S1_16	444	1.6e-159	523.6	2	432	14	439	96.8	1	high		
GL119_DN_concoct_185_100_9	443	S1_27	454	8e-121	396.5	2	444	22	432	97.4	1	high	3.1.6.12 3.1.6.- 	
GL124_DN_concoct_140_487_2	732	S1_53	474	1.5e-34	112.1	270	455	542	724	39.0	1	probable fragment		
GL74_UP_concoct_263_83_10	726	S1_8	443	4.3e-56	182.8	2	335	18	355	75.2	1	probable fragment		
GFS_5688_409_1	236	S1_8	443	2.1e-57	187.1	133	304	32	203	38.6	1	probable fragment		
GL74_DN_concoct_155_sub_358_3	687	S1_12	481	1.6e-33	108.7	254	444	483	677	39.5	1	probable fragment		
GL30_DN_concoct_186_1055_6	458	S1_7	456	2.7e-83	272.7	2	449	4	439	98.0	1	low		
GFS_953_504_1	393	S1_7	456	1e-100	330.1	49	443	1	387	86.4	1	high	3.1.6.13 3.1.6.- 	
GL26_UP_concoct_141_284_22	504	S1_29	405	3.1e-75	246.0	7	399	29	484	96.8	1	low		
GFS_9240_988_1	772	S1_8	443	1.9e-37	121.3	2	306	358	692	68.6	1	probable fragment		
GFS_3369_101_2	716	S1_53	474	3.8e-36	117.3	266	453	525	712	39.5	1	probable fragment		
GFS_6863_8_7	781	S1_12	481	3.3e-31	101.1	248	436	571	767	39.1	1	probable fragment		
GFS_7929_64_11	410	S1_27	454	2.7e-71	233.2	4	426	5	401	93.0	1	low		
GFS_9901_430_3	650	S1_46	459	1.1e-69	227.5	2	446	179	616	96.7	1	low		
GFS_12554_253_4	746	S1_4	536	1.7e-222	732.1	2	519	44	574	96.5	1	high	3.1.6.1 	
GL103_UP_concoct_68_87_3	441	S1_61	451	7.1e-34	109.7	2	353	1	333	77.8	1	probable fragment		
GFS_2040_598_5	931	S1_14	426	3.7e-38	123.7	162	415	463	727	59.4	1	probable fragment		
GFS_5889_924_4	505	S1_14	426	7.6e-159	521.3	2	422	29	474	98.6	1	high		
GL133_DN_concoct_143_377_6	316	S1_32	423	1.8e-97	318.9	113	415	1	295	71.4	1	high		
GL82_UP_concoct_14_568_14	465	S1_16	444	5.8e-138	452.5	3	433	20	443	96.8	1	high		
GFS_2368_357_6	434	S1_61	451	3.3e-80	262.4	1	442	2	421	97.8	1	low		
