MAGs	Completeness	Contamination	sum_len	LengthNorm	LengthNorm2
GL140_1_metabinner_43_sub	79.69	0.17	2093305	2622344.5620529554	2626810.139289748
GL140_2_concoct_119	81.4	2.26	3824767	4592539.638574939	4698730.958230958
GL140_2_concoct_144	90.38	0.82	2981784	3272110.390794424	3299163.531754813
GL140_2_concoct_166	77.71	2.82	3749948	4689485.865911724	4825566.851113114
GL140_2_concoct_208_sub	83.72	6.55	2854537	3186293.390468227	3409623.7458193977
GL140_2_concoct_320	82.2	4.15	4181751	4876165.855839416	5087288.321167883
GL140_2_concoct_333	89.31	3.98	9042735	9722129.82532751	10125109.170305677
GL140_2_concoct_38	75.43	0.09	3525594	4669787.8369349055	4673994.431923637
GL140_2_concoct_4_sub	87.6	0.03	2536519	2894700.9638127857	2895569.6347031966
GL140_2_concoct_47_sub	74.59	6.67	3053242	3820338.863922778	4093366.4030030835
GL140_2_metabat_101	99.55	0.89	3185208	3171129.732596685	3199606.2280261177
GL140_2_metabat_110_sub	94.4	3.9	4291970	4369261.832627118	4546578.389830507
GL140_2_metabat_280	88.69	3.4	2544375	2771300.315706393	2868840.9065283574
GL140_2_metabat_324_sub	71.58	2.03	2882536	3945264.765576977	4027013.132159821
GL140_2_metabinner_14	95.03	4.31	4041237	4069304.099021362	4252590.760812376
GL140_2_metabinner_33	82.31	2.01	4660888	5548784.049568704	5662602.356943264
GL140_2_metabinner_76	73.2	1.16	4031648	5443826.343169399	5507715.846994535
GL140_2_metabinner_78	72.15	1.88	2970692	4039976.424670824	4117383.229383229
GL140_2_metabinner_80	71.63	3.05	2540036	3437895.996091024	3546050.5374842947
GL140_2_metabinner_95	76.48	1.1	3014651	3898391.525889121	3941750.784518828
GL140_3_concoct_108	98.65	2.58	4157260	4105425.942219969	4214151.039026862
GL140_3_concoct_119_sub	76.23	0.93	2863875	3721948.002754821	3756887.0523415976
GL140_3_concoct_145_sub	75.75	1.31	4207189	5481286.89650165	5554044.8844884485
GL140_3_concoct_147	91.2	0.3	3294176	3601198.98245614	3612035.087719298
GL140_3_concoct_162_sub	90.96	9.33	4903119	4887486.804419526	5390412.269129288
GL140_3_concoct_225_sub	78.14	2.68	5307238	6609936.039928334	6791960.5835679555
GL140_3_concoct_242	72.93	1.01	2870695	3896477.4173865346	3936233.3744686684
GL140_3_concoct_299	70.44	2.36	2890870	4007162.7881885297	4104017.603634299
GL140_3_concoct_85_sub	90.48	0.32	4065927	4479350.169761273	4493730.106100796
GL140_3_metabat_188_sub	92.41	1.38	4425371	4722758.229845255	4788844.280921978
GL140_3_metabat_219	87.93	4.9	4020725	4348583.503923575	4572643.011486409
GL140_3_metabat_377_sub	93.71	1.89	3626339	3796607.8250987087	3869746.0249706544
GL140_3_metabinner_10	90.73	2.43	3117941	3352997.9430177445	3436505.014879312
GL140_3_metabinner_16_sub	88.14	0.5	2758138	3113622.997503971	3129269.3442250965
GL140_3_metabinner_17	87.14	8.07	4039735	4261795.255336241	4635913.4725728715
GL140_3_metabinner_27	88.03	0.59	2595596	2931139.365670794	2948535.72645689
GL140_3_metabinner_3	95.12	0.11	3665859	3849691.500315391	3853930.8242220352
GL140_3_metabinner_33_sub	76.05	0.24	3558392	4667786.797107167	4679016.4365548985
GL140_3_metabinner_37_sub	83.8	2.58	2004218	2329963.216706444	2391668.2577565634
GL140_3_metabinner_40	91.36	0.48	2639032	2874742.3887915937	2888607.7057793345
GL140_3_metabinner_59_sub	71.3	0.31	2278328	3185505.165778401	3195410.9396914444
GL140_3_metabinner_64	79.26	1.71	4246974	5266654.989401968	5358281.604844814
GL140_3_metabinner_7_sub	89.09	2.64	2587450	2827636.457514873	2904310.2480637557
GL140_3_metabinner_78	92.37	2.28	3253551	3441994.194218902	3522302.6956804157
GL140_4_concoct_121_sub	76.76	2.29	3490106	4442655.774622199	4546776.9671704015
GL140_4_concoct_222_sub	75.54	1.45	3393959	4427782.094916601	4492929.573735769
GL140_4_concoct_248_sub	97	1.43	5218466	5302929.83113402	5379861.855670103
GL140_4_concoct_80	76.22	1.15	2716562	3523119.308580425	3564106.533718184
GL140_4_metabat_167	81.44	2.12	2678269	3218921.5338899805	3288640.717092338
GL140_4_metabat_193_sub	79.04	0.27	3009257	3796978.7526568826	3807258.350202429
GL140_4_metabat_227	99.34	0.04	3497845	3519675.72176364	3521084.1554258103
GL140_4_metabinner_12_sub	100	4.81	4795474	4564811.7006	4795474
GL140_4_metabinner_127_sub	73.08	1.81	2724673	3660859.9051724137	3728342.9118773947
GL140_5_concoct_206	74.14	0.31	2899110	3898196.3299163743	3910318.3166981386
GL140_5_concoct_247_sub	83.42	2.04	4634183	5441915.208343322	5555242.148165907
GL140_5_concoct_333_sub	71.89	1.26	4261791	5853515.695367924	5928211.155932675
GL140_5_concoct_341	89.04	2.42	2978694	3264386.3490566034	3345343.6657681935
GL140_5_metabat_102_sub	82.15	1.79	2567969	3069996.780158247	3125951.308581862
GL140_5_metabat_2_sub	78.31	1.74	2913145	3655288.311837569	3720016.600689567
GL140_5_metabat_218_sub	88.09	0.18	2530705	2867691.8276762394	2872862.9810421155
GL140_5_metabat_254	86.46	0.19	4430456	5114547.922276197	5124284.061993985
GL140_5_metabat_326_sub	79.68	1.5	3589866	4437773.606927711	4505353.91566265
GL140_5_metabat_328	83.06	3.02	2246510	2623001.923910426	2704683.361425475
GL140_5_metabat_446_sub	73.99	0.23	2117460	2855236.9806730645	2861819.164751994
GL140_5_metabinner_107	82.71	5.03	3514167	4035067.585418934	4248781.284004353
GL140_5_metabinner_168_sub	89.58	1.78	4104035	4499869.588077696	4581418.843491851
GL140_5_metabinner_184_sub	70.26	4.72	3133533	4249402.565328779	4459910.333048676
GL140_5_metabinner_26	92.65	0.87	2142041	2291856.711602806	2311970.8580679977
GL140_5_metabinner_33_sub	90.33	1.75	3356309	3650585.179342411	3715608.3250304437
GL140_5_metabinner_35_sub	88.81	4.46	7786427	8376480.526742484	8767511.541493075
GL140_5_metabinner_43	93.78	0.34	2797449	2972848.8733205376	2982991.0428662826
GL140_5_metabinner_54_sub	78.46	3.06	1771319	2188524.902625542	2257607.698190161
GL140_5_metabinner_6	99.79	1.27	4421725	4374756.080268563	4431030.16334302
GL140_5_metabinner_64	88.09	2.94	3042821	3352664.391644908	3454218.4129867177
GL140_5_metabinner_86	77.6	1.89	2146579	2713928.6815721653	2766210.051546392
GL140_5_metabinner_97_sub	76.87	1.59	3126041	4001999.412124365	4066659.29491349
GL140_6_metabinner_22	84.32	3.85	2758509	3145524.672082543	3271476.5180265657
GL15_Down_concoct_104	82.05	0.03	2473457	3013668.4496039	3014572.821450335
GL15_Down_concoct_136_sub	71.48	9.6	3162611	3999720.68270845	4424469.781757135
GL15_Down_metabat_17	72.4	0.41	2148801	2955788.5578729277	2967957.1823204416
GL15_Up_concoct_139	80.26	2.96	3889607	4702809.161226016	4846258.410166957
GL15_Up_metabat_5	79.97	0.95	2722898	3372552.7935475805	3404899.3372514695
GL15_Up_metabinner_1	91.46	4.8	3357732	3495037.0260223052	3671257.3802755307
GL15_Up_metabinner_22	78.79	6.4	1879386	2232650.4581799717	2385310.318568346
GL16_Down_concoct_50	88.67	1.82	6155687	6815894.323446487	6942243.148753806
GL16_Down_concoct_56_sub	80.78	0.8	2955100	3628941.8172815056	3658207.4770982917
GL16_Down_concoct_99_sub	76.38	0.08	683286	893871.9183032208	894587.58837392
GL16_Down_metabinner_11	77.84	8.78	1309884	1535041.3473792395	1682790.3391572456
GL16_Down_metabinner_2	98.06	0.49	976403	990840.9395268203	995719.9673669182
GL16_Down_metabinner_8	74.32	2.64	2727834	3573491.9031216367	3670390.2045209906
GL16_UP_concoct_134	79.09	2.68	3029043	3727228.028322165	3829868.504235681
GL16_UP_concoct_40_sub	76.01	9.59	3171498	3772334.353111433	4172474.6743849493
GL16_UP_metabinner_2	89.58	0.24	1322379	1472656.0509042197	1476198.928332217
GL17_Down_metabinner_14	78.92	7.66	2042038	2389277.609224531	2587478.4591991887
GL17_Up_concoct_71	81.99	1.45	726628	873389.3084522503	886239.7853396756
GL22_DN_concoct_130	77.78	3.62	5875144	7280102.580611982	7553540.755978401
GL22_DN_concoct_152	71.09	1.3	3590061	4984372.214094809	5050022.506681671
GL22_DN_concoct_26	77.21	1.56	1876850	2392916.901955705	2430837.9743556534
GL22_DN_metabinner_3	80.45	0.01	598860	744313.3797389684	744387.8185208205
GL22_UP_concoct_59_sub	71.33	8.28	1635501	2103016.2865554467	2292865.554465162
GL22_UP_concoct_73	86.48	3.36	2946613	3292792.325624422	3407276.827012026
GL22_UP_metabat_32	94.09	0.02	811458	862254.9775746625	862427.4630672759
GL22_UP_metabinner_2	81.87	0.71	1869029	2266714.173812141	2282922.9265909367
GL24_UP_concoct_125	81.51	1.57	1025385	1238236.3581155685	1257986.7500920133
GL24_UP_concoct_169	71.64	1.29	1911730	2634099.222501396	2668523.171412619
GL24_UP_concoct_27	86.72	0.85	4059588	4641468.521678967	4681259.225092251
GL24_UP_metabat_48_sub	70.49	8.44	3038715	3947010.148957299	4310845.510001419
GL24_UP_metabinner_8	81.19	9.55	687422	765824.8540460648	846683.0890503757
GL26_DN_concoct_27	98.57	4.01	5842914	5689979.860606676	5927679.821446688
GL26_DN_concoct_36_sub	78.85	0.21	3633325	4598218.157894737	4607894.736842105
GL26_DN_metabat_42	91.67	9.27	5309550	5255104.958001528	5792025.744518382
GL26_DN_metabinner_2_sub	90.43	1	5973996	6540148.225146522	6606210.3284308305
GL26_DN_metabinner_5	76.82	1.53	3689584	4729410.784691487	4802895.079406406
GL26_DN_metabinner_7	74.74	2.3	4197869	5487447.1675140485	5616629.649451432
GL26_DN_metabinner_9_sub	76.05	1.68	2942360	3803982.0539119	3868980.9335963186
GL26_UP_concoct_141	83.24	1.49	5756996	6813090.773185968	6916141.27823162
GL26_UP_metabinner_2	74.13	1.04	1740536	2323532.207743154	2347950.89707271
GL26_UP_metabinner_8_sub	78.73	6.83	5686157	6729064.494982853	7222351.073288454
GL27_UP_concoct_109	73.39	0.99	2609264	3520142.098923559	3555339.96457283
GL27_UP_concoct_12	88.5	2	3626422	4015698.937853107	4097651.97740113
GL27_UP_concoct_146	88.3	7.87	2599543	2712297.8096262743	2943989.8074745187
GL27_UP_concoct_212	73.37	3.47	700087	921076.7086002454	954186.9974103858
GL27_UP_concoct_35_sub	87.05	3.63	3512315	3888360.6726019527	4034824.8133256747
GL27_UP_concoct_44_sub	75.45	9.92	6222889	7429527.383962889	8247699.138502319
GL27_UP_concoct_47	85.1	2.18	4886413	5616791.065334901	5741965.922444184
GL28_DN_concoct_152	83.91	8.42	6341792	6921479.100941485	7557850.07746395
GL28_DN_concoct_192	73.49	4.23	3098438	4037792.9957817392	4216135.528643353
GL28_DN_metabat_107_sub	73.77	9.06	4300365	5301276.848312322	5829422.52948353
GL28_DN_metabat_48	76.49	3.25	604699	764866.3648842986	790559.550268009
GL28_DN_metabat_81	75.87	9.2	3465412	4147349.5400026357	4567565.572690127
GL28_DN_metabinner_1	100	0.22	3979282	3970527.5796000003	3979282
GL28_DN_metabinner_15	70.76	2.85	2555928	3509163.4426229503	3612108.535895986
GL28_DN_metabinner_6	88.02	2.56	2402929	2660093.1806407636	2729980.68620768
GL28_DN_metabinner_8_sub	80.47	9.59	4589861	5156820.343109233	5703816.329066733
GL28_UP_concoct_23_sub	76.94	4.77	2178927	2696896.5194957117	2831982.0639459323
GL28_UP_metabat_94	87.91	2.21	897592	998470.2727789786	1021035.1495848027
GL28_UP_metabinner_4	80.32	2.81	3815736	4617173.5786852585	4750667.33067729
GL29_DN_concoct_129	76.01	0.79	3374841	4404920.08433101	4439996.053150902
GL29_DN_concoct_28_sub	87.03	8.25	2412720	2543571.8717683554	2772285.418821096
GL29_DN_concoct_81	75.9	1.1	3751601	4888449.787878787	4942820.816864294
GL29_DN_metabinner_2	85.61	0.53	3240409	3765021.413736713	3785082.3501927345
GL29_DN_metabinner_7	82.51	0.75	2001325	2407362.819658223	2425554.478245061
GL29_UP_concoct_107_sub	72.82	0.73	4437660	6049526.3416643785	6094012.633891788
GL29_UP_metabinner_4	80.06	0.67	2142725	2658467.0778166377	2676398.95078691
GL30_DN_concoct_135	77.93	0.19	2919975	3739801.164506608	3746920.313101501
GL30_DN_concoct_176_sub	80.74	3.34	4859962	5818230.454793164	6019274.213524895
GL30_DN_concoct_186	74.75	3.57	3639615	4695225.076254181	4869050.16722408
GL30_DN_concoct_48	72.41	3.69	2113335	2810872.722690236	2918567.8773650047
GL30_DN_concoct_6	72.16	1.97	1842646	2503250.9337583147	2553555.9866962307
GL30_DN_metabat_152	74.66	1.9	1849737	2430474.145459416	2477547.5488882936
GL30_DN_metabat_39_sub	83.66	2.1	6647339	7778800.957446808	7945659.813530958
GL30_UP_concoct_126_sub	71.83	1.62	2160791	2959468.4474453577	3008201.3086454133
GL30_UP_concoct_163	89.37	1.7	6167540	6783810.92089068	6901130.133154303
GL30_UP_concoct_31	75.2	1.73	2693905	3520346.334441489	3582320.478723404
GL30_UP_concoct_80	81.64	1.42	6077412	7338452.657520823	7444159.725624694
GL30_UP_metabat_21_sub	75.77	1.83	4255052	5512979.475254059	5615747.65738419
GL30_UP_metabat_86	86.64	0.67	3149795	3611139.6277700835	3635497.4607571564
GL30_UP_metabinner_1	89.6	2.5	3608909	3927105.2176339286	4027800.223214286
GL32_Down_concoct_175	84.31	0.74	3792697	4465224.815798838	4498513.818052425
GL32_Down_concoct_208_sub	80.92	7.67	3163039	3609038.4437716263	3908847.009391992
GL32_Down_metabat_118	92.29	4.99	3906849	4021992.886444902	4233231.119297866
GL32_Down_metabat_63	81.68	0.5	3945914	4806787.9897159645	4830942.703232125
GL32_Down_metabat_69	74.86	0.89	2823592	3738260.7950841575	3771830.0828212667
GL32_Down_metabinner_12	83.25	1.93	5154517	6072113.900180181	6191612.012012012
GL32_Down_metabinner_14	80.62	5.56	2881591	3375557.6040684693	3574288.0178615726
GL32_Down_metabinner_16	84.86	8.6	7837240	8441241.291539006	9235493.754419044
GL32_Down_metabinner_19	80.78	5.34	2884298	3379891.6647685072	3570559.544441694
GL32_Down_metabinner_21_sub	88.73	8.54	3770280	3886282.0782148093	4249160.374168827
GL32_Down_metabinner_25_sub	73.93	4.01	2329783	3024967.809684837	3151336.3992966316
GL32_Down_metabinner_3	95.5	0.67	2754852	2865334.5461780103	2884661.780104712
GL32_Down_metabinner_33	72.27	3.85	3648543	4854122.173100872	5048488.99958489
GL32_Down_metabinner_4	97.68	0.58	5173006	5265154.14127764	5295870.188370188
GL32_UP_concoct_130	79.09	0.77	2070786	2598104.624857757	2618265.267416867
GL32_UP_concoct_160_sub	81.35	8.95	2524953	2826022.995082975	3103814.3822987094
GL32_UP_concoct_199_sub	71.8	9.43	3473710	4381809.396935933	4838036.2116991645
GL32_UP_concoct_49	79.99	1.21	758780	937115.5919489937	948593.5741967747
GL32_UP_concoct_86	73.89	7.21	3505293	4401896.568818513	4743934.226552984
GL32_UP_metabat_132	88.3	0.41	2344621	2644403.2320498303	2655289.9207248017
GL32_UP_metabat_137_sub	79.82	5.3	2889901	3428634.736908043	3620522.4254572787
GL32_UP_metabat_58_sub	82.2	5.9	4549247	5207836.285888078	5534363.746958638
GL32_UP_metabat_77	95.72	0.13	3579679	3734878.204450481	3739739.8662766404
GL32_UP_metabinner_11	70.46	2.2	3020250	4192172.154413852	4286474.595515186
GL32_UP_metabinner_48_sub	76.16	4.37	3068289	3852684.8354779417	4028740.8088235296
GL34_DN_concoct_1	95.56	1.38	6405895	6611023.073461699	6703531.812473838
GL34_DN_concoct_163_sub	75.87	5.59	4886797	6080960.916963227	6441013.575853433
GL34_DN_concoct_202	78.85	1.01	3404949	4274646.81686747	4318261.25554851
GL34_DN_concoct_226	74.17	2.31	4212915	5548869.709451261	5680079.546986653
GL34_DN_concoct_229	84.41	2.38	2663905	3080800.925245824	3155911.621845753
GL34_DN_concoct_23_sub	77.3	3.3	3817873	4776045.525226391	4939033.635187581
GL34_DN_metabinner_13	88.32	4.39	2843268	3077953.504076087	3219279.891304348
GL34_DN_metabinner_24_sub	72.21	4.66	6083952	8032737.621936021	8425359.368508518
GL34_DN_metabinner_36_sub	79.95	3.78	3655970	4399967.897435897	4572820.512820513
GL34_DN_metabinner_41	79.59	8.54	2523825	2900226.5925367502	3171032.793064455
GL34_DN_metabinner_7	79.07	1.4	2172992	2709713.054255723	2748187.6818009363
GL34_UP_concoct_125	83.36	0.65	3090206	3682965.044385797	3707060.9404990403
GL34_UP_concoct_161_sub	96.05	2.32	4673423	4752732.520978657	4865614.783966684
GL34_UP_concoct_24	72.77	2.75	4549538	6080013.3365397835	6251941.7342311395
GL34_UP_concoct_32_sub	78.54	3.61	4026722	4941886.09090909	5126969.696969696
GL34_UP_concoct_40	71.92	1.45	1821005	2495273.1194382645	2531986.9299221355
GL34_UP_concoct_60	72.14	5.52	6892351	9026744.14305517	9554132.242861103
GL34_UP_metabat_125_sub	78.44	3.09	2952096	3647216.004079551	3763508.4140744517
GL34_UP_metabat_133	97.96	2.82	3339731	3313138.613515721	3409280.3184973462
GL34_UP_metabat_149	91.67	4.45	3230049	3366763.193520236	3523561.688665867
GL34_UP_metabat_46_sub	74.57	3.2	3151470	4090952.071878772	4226190.156899558
GL34_UP_metabat_76_sub	73.49	4.16	2816655	3673264.5965437475	3832705.129949653
GL34_UP_metabinner_10_sub	70.9	0.97	2436064	3402586.994640338	3435915.3737658667
GL34_UP_metabinner_16_sub	76.06	2.99	2970081	3788161.422692611	3904918.485406258
GL34_UP_metabinner_21_sub	87.99	5.13	3348303	3610109.167064439	3805322.1957040573
GL34_UP_metabinner_29_sub	73.08	5.08	3198425	4154276.1494252877	4376607.827038862
GL35_DN_concoct_129_sub	71.4	2.58	4352200	5938253.837535013	6095518.207282913
GL35_DN_concoct_139	80.24	1.35	3522341	4330495.259845464	4389756.9790628115
GL35_DN_concoct_158	70.95	4.15	5966950	8061059.302325581	8410077.519379845
GL35_DN_concoct_169_sub	73.02	3.93	6140826	8079281.755957272	8409786.359901397
GL35_DN_concoct_218	83.78	4.89	4462007	5065427.139770828	5325861.780854619
GL35_DN_concoct_221	72.63	2.99	2019366	2697214.5898389095	2780346.964064436
GL35_DN_concoct_8	89.4	4.22	5605543	6005580.632438478	6270182.326621924
GL35_DN_metabat_92_sub	80.74	3.75	4127196	4920022.479564033	5111711.667079515
GL35_DN_metabinner_2	95.27	0.14	3065616	3213313.88432875	3217818.830691718
GL35_DN_metabinner_6	91.51	0.42	3722267	4050522.8702874	4067606.818926893
GL36_DN_concoct_104	75.93	1.78	2637757	3412096.569735282	3473932.5694718817
GL36_DN_concoct_193_sub	84.25	3.13	2494319	2867948.7421958456	2960616.0237388723
GL36_DN_concoct_49	78.75	6.84	2758287	3263009.7386666667	3502586.6666666665
GL36_UP_metabat_57	91.72	0.25	3079784	3349416.2014827738	3357810.7283035326
GL36_UP_metabinner_12	76	0.68	4742393	6197558.852105264	6239990.7894736845
GL36_UP_metabinner_14_sub	75.17	6.07	3253420	4065368.373021152	4328083.011839829
GL36_UP_metabinner_15	73.82	1.61	536463	715017.5368463831	726717.691682471
GL36_UP_metabinner_3	82.92	1.87	2947921	3488657.5944283647	3555138.6878919443
GL36_UP_metabinner_4	83.87	6.28	2547719	2846932.451174436	3037700.011923214
GL36_UP_metabinner_9	70.58	2.48	967669	1337022.9651459337	1371024.3695097761
GL42_DN_concoct_145	70.11	0.68	1742141	2467970.9616317214	2484868.0644701184
GL42_DN_concoct_176_sub	72.61	9.52	3841893	4787418.794105495	5291134.829913235
GL42_DN_concoct_87_sub	92.16	2.27	3479558	3689856.8070746525	3775562.065972222
GL43_DN_concoct_104_sub	73.12	8.32	3445430	4319981.159737418	4712021.334792122
GL43_DN_concoct_82	72.22	0.38	2417319	3334440.858211022	3347160.0664635836
GL44_Down_metabat_19	95.56	4.8	3208294	3196207.501046463	3357360.820426957
GL44_Down_metabinner_1	89.35	1.65	3632533	3998428.8813654175	4065509.792949077
GL44_Down_metabinner_2	91.47	5.95	3393816	3489541.8694653986	3710305.0180387013
GL44_UP_concoct_113	92.27	2.02	4455762	4731500.604313428	4829047.361005744
GL44_UP_concoct_128_sub	80.29	2.92	4116844	4977745.86523851	5127467.928758251
GL44_UP_concoct_196_sub	72.38	2.65	2550049	3429777.1504559275	3523140.37026803
GL44_UP_concoct_43	88.19	1.9	4138662	4603727.658464679	4692892.618210682
GL44_UP_concoct_98_sub	70.46	0.85	494545	695914.5153278457	701880.4995742266
GL44_UP_metabat_111	100	2.78	7805256	7588269.8832	7805256
GL44_UP_metabat_118	91.7	0.73	2151085	2328660.9372955286	2345785.1690294435
GL44_UP_metabat_15	80.08	0.8	948327	1174750.7292707292	1184224.5254745255
GL44_UP_metabat_155	99.88	0.4	7294349	7273900.28434121	7303112.735282339
GL44_UP_metabat_31	100	3.66	4036057	3888337.3138	4036057
GL44_UP_metabat_8	94.28	3.95	2733328	2784643.131098855	2899159.9490878237
GL44_UP_metabinner_12_sub	85.58	3.57	2354081	2652535.9994157515	2750737.32180416
GL44_UP_metabinner_2	92.78	0.35	5082011	5458314.250377236	5477485.449450312
GL45_Down_concoct_107	83.67	3.95	6675993	7663787.8289709585	7978956.615274292
GL45_Down_concoct_159_sub	72.35	4.56	5685706	7500259.580373187	7858612.301313062
GL45_Down_metabat_30_sub	72.66	5.6	2705202	3514603.203963666	3723096.6143682906
GL45_Down_metabinner_8	83.38	4.72	4823271	5511648.607339891	5784685.775965461
GL45_UP_concoct_105	76.47	0.97	5188887	6719700.269517458	6785519.8116908595
GL45_UP_metabat_13	98.99	0.62	2731240	2742000.517223962	2759106.9805030813
GL45_UP_metabinner_10_sub	70.17	0.82	2331919	3295991.540829414	3323242.1262647854
