protein	query length	HMM	HMM length	e-value	score	hmmbegin	hmmend	begin	end	coverage	num domaine	prediction confidence	EC prediction	comment
GFS_11547_861_2	647	S1_4	536	3.6e-193	635.4	2	515	93	638	95.7	1	high	3.1.6.1 	
GFS_3877_196_51	438	S1_24	410	9.2e-133	435.6	2	405	27	411	98.3	1	high		
GFS_13572_26_16	223	S1_13	476	3.4e-71	232.9	233	458	1	209	47.3	1	probable fragment		
GFS_5294_277_1	423	S1_8	443	6.4e-134	439.3	2	397	21	409	89.2	1	high	3.10.1.1 3.1.6.- 	
GL73_DN_concoct_173_sub_218_1	195	S1_4	536	3.6e-77	252.5	2	177	23	194	32.6	1	probable fragment		
GFS_2372_840_2	465	S1_15	471	1.1e-92	480.5	3	468	26	460	98.7	1	high	3.1.6.4 	fusion of 2 fragments from 167 to 460 score 303.7 fragment 2 from 26 to 163 score 176.8
GFS_6606_41_68	649	S3	508	1.4e-220	725.6	5	505	23	523	98.4	1	high	3.1.6.- 3.1.6.19 	
GL94_UP_concoct_254_47_5	460	S1_8	443	2.7e-144	473.4	2	433	25	451	97.3	1	high	3.10.1.1 3.1.6.- 	
GL72_DN_metabat_177_sub_468_15	285	S1_7	456	2.8e-85	279.2	197	448	1	261	55.0	1	probable fragment		
336R_concoct_229_404_12	130	S1_11	498	4.6e-44	143.5	5	99	37	130	18.9	1	probable fragment		
GL106_DN_concoct_81_954_6	377	S1_20	444	6.2e-69	225.3	212	435	11	228	50.2	1	probable fragment		
GFS_5096_209_2	565	S1_6	469	7.8e-158	518.7	3	461	59	556	97.7	1	high	3.1.6.1 3.1.6.14 3.1.6.- 	
GL124_UP_concoct_88_930_5	658	S1_13	476	5.1e-133	436.8	2	460	26	459	96.2	1	high		
GFS_6317_1064_2	447	S1_8	443	2.5e-140	460.4	2	427	3	434	95.9	1	high	3.10.1.1 3.1.6.- 	
GFS_13386_461_3	461	S1_25	440	6.7e-178	584.5	2	435	18	448	98.4	1	high	3.1.6.- 	
GFS_7164_110_12	324	S1_14	426	1.3e-117	385.5	127	422	1	313	69.2	1	high		
GFS_5691_23_7	503	S1_12	481	6.9e-230	756.3	2	480	3	479	99.4	1	high	3.1.6.6 3.1.6.- 	
GFS_13179_500_22	515	S1_34	450	8.5e-223	732.4	2	445	38	500	98.4	1	high		
GL5_Up_concoct_179_305_1	112	S1_4	536	1.2e-50	165.1	14	116	1	103	19.0	1	probable fragment		
GFS_11554_1779_3	420	S1_14	426	1.8e-156	513.5	2	387	24	420	90.4	1	high		
GL72_UP_concoct_38_sub_567_2	473	S1_14	426	2.3e-183	602.1	2	421	24	460	98.4	1	high		
GFS_12412_751_14	481	S1_14	426	3.6e-186	611.4	2	421	29	471	98.4	1	high		
GFS_12380_14_8	758	S1_4	536	7.3e-213	700.4	2	520	32	564	96.6	1	high	3.1.6.1 	
GL51_Up_concoct_59_sub_224_2	497	S1_7	456	9.6e-171	561.0	1	445	33	474	97.4	1	high	3.1.6.13 3.1.6.- 	
GFS_4384_126_1	512	S1_46	459	3.8e-175	575.3	2	459	28	494	99.6	1	high		
GL72_UP_concoct_303_268_11	435	S1_21	416	3.8e-141	462.9	3	414	24	426	98.8	1	high		
GL140_5_metabinner_64_68_15	516	S1_8	443	1.8e-134	441.1	2	434	30	501	97.5	1	high	3.10.1.1 3.1.6.- 	
GL93_UP_concoct_250_547_2	490	S1_8	443	6.9e-133	435.9	2	434	21	470	97.5	1	high	3.10.1.1 3.1.6.- 	
GFS_6450_401_2	305	S1_4	536	2.6e-94	309.1	2	216	84	303	39.9	1	high	3.1.6.1 	
GFS_4725_488_6	608	S1_16	444	8.1e-177	580.6	3	439	33	476	98.2	1	high		
GFS_13068_251_5	448	S1_32	423	2.2e-139	457.0	2	406	34	423	95.5	1	high		
GFS_3381_43_51	429	S1_21	416	2.8e-140	460.1	2	411	28	425	98.3	1	high		
GL94_UP_concoct_254_691_3	429	S1_20	444	1.3e-156	514.2	10	439	1	419	96.6	1	high		
GFS_13068_612_1	237	S1_20	444	2.4e-80	262.8	2	197	45	236	43.9	1	probable fragment		
GL72_DN_metabinner_12_68_8	270	S1_14	426	4.4e-101	331.0	2	210	27	251	48.8	1	high		
GFS_3877_142_6	445	S1_15	471	3.5e-75	438.2	2	468	25	419	98.9	1	high	3.1.6.4 	fusion of 2 fragments from 178 to 419 score 246.0 fragment 2 from 25 to 173 score 192.2
GFS_13015_303_1	182	S1_0	499	3.5e-41	133.9	330	493	1	160	32.7	1	probable fragment		
GFS_2055_906_1	334	S1_11	498	2.7e-99	325.7	190	485	2	292	59.2	1	high	3.1.6.11 3.1.6.14 	
GL49_UP_concoct_72_629_2	535	S1_7	456	5.2e-167	548.7	2	447	25	530	97.6	1	high	3.1.6.13 3.1.6.- 	
GFS_6016_419_2	510	S1_0	499	1.3e-185	610.3	3	496	3	497	98.8	1	high	3.1.-.- 	
GL140_5_metabinner_35_sub_517_16	452	S1_22	433	1.3e-193	635.9	1	425	27	451	97.9	1	high		
GFS_3114_540_3	581	S1_17	425	4.8e-163	535.2	2	423	25	441	99.1	1	high	3.1.6.- 	
GL117_DN_concoct_40_229_2	439	S1_18	426	1.3e-194	639.2	3	423	6	429	98.6	1	high		
GFS_1658_500_4	352	S1_17	425	3.6e-105	344.5	2	329	11	346	76.9	1	high	3.1.6.- 	
GL51_Up_metabinner_2_150_12	446	S1_24	410	3.7e-130	427.0	2	405	29	414	98.3	1	high		
GL94_UP_concoct_236_33_15	465	S1_25	440	1.3e-178	586.9	2	434	22	451	98.2	1	high	3.1.6.- 	
GL119_DN_concoct_185_157_42	510	S1_15	471	1.3e-196	646.4	2	467	29	507	98.7	1	high	3.1.6.4 	
GL140_3_metabat_188_sub_300_1	594	S1_4	536	8.9e-141	462.5	154	520	3	401	68.3	1	high	3.1.6.1 	
GL14_Down_concoct_38_907_2	532	S1_4	536	1.4e-151	498.1	2	505	31	524	93.8	1	high	3.1.6.1 	
GFS_13179_267_3	518	S1_7	456	1.2e-128	422.2	2	447	28	479	97.6	1	high	3.1.6.13 3.1.6.- 	
GL117_UP_concoct_13_346_20	446	S1_21	416	6.4e-174	570.9	2	414	30	436	99.0	1	high		
GL6_UpB_concoct_86_115_10	384	S1_0	499	2.7e-103	338.7	101	492	1	365	78.4	1	high	3.1.-.- 	
GFS_12291_648_8	758	S1_4	536	2.3e-212	698.7	2	520	32	564	96.6	1	high	3.1.6.1 	
GFS_11924_341_4	194	S1_16	444	2.4e-59	193.4	1	185	18	194	41.4	1	probable fragment		
GL28_DN_metabinner_6_14_19	651	S3	508	4.7e-221	727.2	5	505	25	525	98.4	1	high	3.1.6.- 3.1.6.19 	
GL47_Down_concoct_39_764_1	355	S1_16	444	4e-119	390.4	2	313	24	355	70.0	1	high		
GL73_DN_concoct_61_105_3	253	S1_14	426	3.1e-79	259.0	192	420	1	228	53.5	1	probable fragment		
GL106_DN_concoct_40_780_1	224	S1_64	483	1.7e-44	145.2	271	483	1	221	43.9	1	probable fragment		
GFS_4627_244_10	253	S1_7	456	1.4e-78	257.2	4	218	29	247	46.9	1	probable fragment		
GFS_9658_45_34	444	S1_50	427	7.5e-198	649.9	2	424	22	443	98.8	1	high		
GL119_DN_concoct_128_sub_277_3	621	S1_17	425	3e-149	489.7	2	416	27	444	97.4	1	high	3.1.6.- 	
GFS_12864_626_9	315	S1_20	444	1.1e-43	142.0	192	430	10	253	53.6	1	probable fragment		
GL103_UP_concoct_68_470_5	235	S1_20	444	2.4e-82	269.5	2	186	45	235	41.4	1	probable fragment		
GFS_9658_83_32	476	S1_20	444	2e-159	523.5	2	429	20	473	96.2	1	high		
GL74_DN_concoct_278_36_10	459	S1_8	443	3.3e-141	463.3	2	429	26	453	96.4	1	high	3.10.1.1 3.1.6.- 	
GL51_DN_metabinner_8_396_4	503	S1_16	444	1e-21	466.3	2	430	20	503	96.4	1	high		fusion of 2 fragments from 392 to 503 score 69.3 fragment 2 from 20 to 358 score 397.0
GFS_5510_283_4	472	S1_20	444	1.5e-172	566.7	3	436	27	468	97.5	1	high		
GFS_10893_58_4	506	S1_52	473	9.1e-206	676.7	2	472	40	502	99.4	1	high		
GFS_1125_81_10	528	S1_4	536	8.8e-164	538.4	2	506	25	518	94.0	1	high	3.1.6.1 	
GL102_UP_metabinner_1_35_1	357	S1_0	499	5.1e-93	304.9	169	492	14	331	64.7	1	high	3.1.-.- 	
GL94_UP_concoct_84_111_3	504	S1_16	444	4.9e-139	456.0	2	435	21	497	97.5	1	high		
GL73_DN_metabat_110_sub_72_9	109	S1_15	471	8.7e-42	135.9	4	97	17	108	19.7	1	probable fragment		
GL85_DN_metabinner_10_295_3	485	S1_7	456	1.4e-191	629.7	3	449	30	481	97.8	1	high	3.1.6.13 3.1.6.- 	
GL53_Down_metabinner_64_41_2	536	S1_64	483	8.4e-143	469.4	1	483	11	533	99.8	1	high		
GL5_Up_concoct_179_548_6	481	S1_14	426	1.9e-188	618.9	2	422	25	465	98.6	1	high		
GFS_5508_17_2	531	S1_4	536	1.9e-166	547.2	3	512	27	525	95.0	1	high	3.1.6.1 	
GFS_7658_372_2	550	S1_11	498	8.8e-221	726.4	6	488	59	537	96.8	1	high	3.1.6.11 3.1.6.14 	
GL54_UP_metabinner_21_sub_36_13	456	S1_13	476	2.3e-157	517.1	2	456	7	440	95.4	1	high		
GFS_10932_6_1	231	S1_12	481	1.3e-124	409.1	3	233	4	231	47.8	1	high	3.1.6.6 3.1.6.- 	
GFS_12806_152_18	523	S1_22	433	4.7e-148	485.8	2	429	25	436	98.6	1	high		
GFS_2771_180_3	537	S1_15	471	3.9e-176	578.9	2	469	31	510	99.2	1	high	3.1.6.4 	
GL99_UP_concoct_160_465_1	262	S1_68	505	3.3e-123	404.5	1	249	3	262	49.1	1	high		
GL124_DN_metabat_32_sub_104_1	125	S1_18	426	1.1e-43	141.8	307	423	1	117	27.2	1	probable fragment		
GFS_5441_393_1	543	S1_4	536	1.5e-164	540.9	2	508	30	532	94.4	1	high	3.1.6.1 	
GL137_UP_concoct_28_231_1	475	S1_17	425	1.3e-166	547.0	2	409	26	451	95.8	1	high	3.1.6.- 	
GFS_6995_23_4	491	S1_4	536	9.6e-99	323.7	253	519	1	285	49.6	1	high	3.1.6.1 	
GFS_2410_156_1	156	S1_20	444	9.3e-51	165.3	286	436	1	154	33.8	1	probable fragment		
GFS_12690_960_2	530	S1_29	405	5.6e-139	455.9	2	401	19	437	98.5	1	high		
GL117_UP_metabat_119_119_14	479	S1_8	443	8e-130	425.8	2	432	23	455	97.1	1	high	3.10.1.1 3.1.6.- 	
GFS_12412_489_1	108	S1_17	425	1.6e-49	161.2	2	99	11	108	22.8	1	probable fragment		
GL99_UP_concoct_187_147_1	495	S1_19	430	7.1e-160	524.6	2	419	59	469	97.0	1	high	3.1.6.- 	
GL139_DN_metabinner_2_370_2	524	S1_16	444	3.6e-123	403.7	2	430	19	503	96.4	1	high		
GL28_DN_concoct_152_718_3	505	S1_7	456	2.6e-171	562.9	2	448	27	488	97.8	1	high	3.1.6.13 3.1.6.- 	
GL16_UP_concoct_134_620_4	467	S1_20	444	1.9e-158	520.3	2	432	32	445	96.8	1	high		
GL85_DN_metabinner_10_456_6	92	S1_7	456	1.3e-38	125.4	2	73	21	92	15.6	1	probable fragment		
GFS_9853_511_1	605	S1_16	444	3.3e-172	565.4	2	439	26	469	98.4	1	high		
GFS_1605_344_7	446	S1_21	416	2.1e-178	585.6	2	415	22	444	99.3	1	high		
GL5_Up_concoct_179_376_2	576	S1_4	536	2e-198	652.7	2	516	20	559	95.9	1	high	3.1.6.1 	
GFS_2415_160_30	506	S1_17	425	1.6e-163	536.7	2	413	26	476	96.7	1	high	3.1.6.- 	
GL95_UP_concoct_160_908_2	288	S1_26	443	1.2e-93	306.9	3	277	27	288	61.9	1	high		
GFS_12842_229_3	485	S1_15	471	4.9e-158	519.2	2	467	25	482	98.7	1	high	3.1.6.4 	
GFS_4010_418_1	219	S1_4	536	1.2e-61	201.3	2	143	75	219	26.3	1	probable fragment		
GFS_2410_34_5	505	S1_35	462	1.5e-252	830.5	2	461	36	496	99.4	1	high		
GFS_7177_174_1	214	S1_20	444	1.1e-74	244.3	2	155	40	195	34.5	1	probable fragment		
GL98_UP_metabinner_31_sub_126_31	502	S1_12	481	1.9e-210	692.2	10	481	1	471	97.9	1	high	3.1.6.6 3.1.6.- 	
GL51_DN_metabinner_8_142_1	439	S1_8	443	1e-95	313.4	3	341	20	406	76.3	1	high	3.10.1.1 3.1.6.- 	
GFS_3381_85_26	484	S1_16	444	1.9e-141	464.0	2	439	19	472	98.4	1	high		
GFS_442_733_3	132	S1_18	426	2e-45	147.6	300	423	1	124	28.9	1	probable fragment		
GL32_Down_concoct_208_sub_678_4	521	S1_15	471	1.2e-156	514.6	3	468	30	513	98.7	1	high	3.1.6.4 	
GFS_11543_1877_1	463	S1_14	426	4.6e-177	581.3	2	421	21	442	98.4	1	high		
GFS_12806_283_3	203	S1_7	456	2.6e-48	157.4	2	134	51	189	28.9	1	probable fragment		
GL93_UP_concoct_250_782_1	405	S1_71	422	3.7e-133	436.8	29	420	1	401	92.7	1	high		
GFS_1125_81_30	565	S1_4	536	1.4e-163	537.7	3	510	55	556	94.6	1	high	3.1.6.1 	
GL137_UP_concoct_28_888_4	86	S1_16	444	9.1e-34	109.1	3	69	19	85	14.9	1	probable fragment		
GFS_1477_1224_5	460	S1_19	430	1.6e-162	533.4	2	425	16	430	98.4	1	high	3.1.6.- 	
GL139_DN_metabinner_2_420_1	337	S1_21	416	4.8e-108	353.9	106	411	28	333	73.3	1	high		
GFS_12560_665_3	498	S1_15	471	3.9e-163	536.0	3	468	22	494	98.7	1	high	3.1.6.4 	
GL95_UP_concoct_37_577_3	221	S1_17	425	2.8e-53	173.5	231	412	1	196	42.6	1	probable fragment		
GL5_Up_concoct_179_232_3	495	S1_8	443	3.7e-132	433.5	2	432	21	468	97.1	1	high	3.10.1.1 3.1.6.- 	
GL140_5_concoct_333_sub_847_1	398	S1_15	471	1.5e-160	527.4	2	362	22	397	76.4	1	high	3.1.6.4 	
GFS_5889_996_3	453	S1_19	430	2.3e-179	588.8	2	426	24	441	98.6	1	high	3.1.6.- 	
GFS_12651_7_3	637	S3	508	2.5e-220	724.8	20	504	15	503	95.3	1	high	3.1.6.- 3.1.6.19 	
GL13_Down_concoct_98_78_5	512	S1_68	505	1.1e-236	778.9	1	501	3	504	99.0	1	high		
GL88_DN_metabat_77_860_6	608	S1_4	536	6.8e-210	690.6	2	521	33	567	96.8	1	high	3.1.6.1 	
GL117_UP_metabat_119_119_4	469	S1_14	426	2.2e-161	529.7	2	416	19	457	97.2	1	high		
337R_metabinner_31_77_4	470	S1_16	444	7e-172	564.3	2	430	27	467	96.4	1	high		
GFS_7972_184_1	246	S3	508	4.8e-53	172.9	262	500	1	235	46.9	1	probable fragment		
GL51_DN_metabinner_15_sub_122_14	552	S1_15	471	1e-197	650.1	2	466	67	542	98.5	1	high	3.1.6.4 	
GFS_9658_62_31	487	S1_32	423	3.7e-154	505.7	2	411	34	468	96.7	1	high		
GL72_UP_concoct_70_sub_364_1	423	S1_8	443	3.9e-109	357.6	47	434	1	407	87.4	1	high	3.10.1.1 3.1.6.- 	
GFS_12838_116_68	490	S1_34	450	2.4e-223	734.3	2	447	20	465	98.9	1	high		
GFS_9438_54_4	785	S1_4	536	1.5e-203	669.7	2	518	50	588	96.3	1	high	3.1.6.1 	
GFS_8640_390_3	491	S1_18	426	4.8e-192	630.7	2	418	37	453	97.7	1	high		
GL127_UP_concoct_103_224_3	503	S1_17	425	2.1e-162	533.1	3	411	22	449	96.0	1	high	3.1.6.- 	
GL82_UP_concoct_180_sub_135_4	467	S1_4	536	2.9e-141	464.1	96	514	2	446	78.0	1	high	3.1.6.1 	
GFS_10563_84_5	695	S3	508	1.5e-214	705.7	6	503	70	569	97.8	1	high	3.1.6.- 3.1.6.19 	
GL74_UP_metabat_107_sub_216_16	494	S1_20	444	9.8e-193	633.3	3	437	27	488	97.7	1	high		
GFS_5689_31_5	475	S1_7	456	6.6e-138	452.7	2	443	35	467	96.7	1	high	3.1.6.13 3.1.6.- 	
GL5_Up_concoct_179_312_3	495	S1_16	444	1.2e-180	593.2	2	437	37	478	98.0	1	high		
GFS_5712_851_3	104	S1_19	430	1.2e-41	135.1	2	75	26	99	17.0	1	probable fragment		
GFS_10141_111_54	674	S3	508	8.6e-238	782.4	8	504	48	544	97.6	1	high	3.1.6.- 3.1.6.19 	
GL124_UP_concoct_88_37_1	213	S1_14	426	7.3e-69	224.9	216	423	1	205	48.6	1	probable fragment		
GL74_DN_concoct_278_89_15	507	S1_7	456	1.7e-183	603.0	2	450	21	496	98.2	1	high	3.1.6.13 3.1.6.- 	
GFS_5502_85_11	472	S1_8	443	1.5e-136	448.0	2	432	25	463	97.1	1	high	3.10.1.1 3.1.6.- 	
GL72_DN_metabat_177_sub_341_7	158	S1_15	471	1.2e-57	188.1	1	118	30	147	24.8	1	probable fragment		
GFS_4627_574_2	584	S1_8	443	3.5e-76	249.0	2	257	21	316	57.6	1	probable fragment		
GL124_DN_metabinner_32_sub_83_21	478	S1_20	444	2.5e-168	552.8	2	436	26	468	97.7	1	high		
GFS_11905_422_10	493	S3	508	5e-168	552.3	142	499	1	358	70.3	1	high	3.1.6.- 3.1.6.19 	
GFS_5862_15_84	486	S1_18	426	2.6e-191	628.3	3	420	37	456	97.9	1	high		
GFS_1125_81_19	679	S1_4	536	1.7e-178	586.9	2	517	25	533	96.1	1	high	3.1.6.1 	
GL34_DN_metabinner_24_sub_860_1	297	S1_17	425	6.7e-123	402.9	2	265	27	297	61.9	1	high	3.1.6.- 	
GL103_UP_concoct_32_20_2	471	S1_14	426	1.1e-173	570.2	2	422	27	457	98.6	1	high		
GFS_5367_238_2	440	S1_18	426	4.5e-195	640.7	2	423	3	430	98.8	1	high		
GL72_UP_concoct_270_sub_775_3	137	S1_12	481	1.4e-76	250.7	2	137	2	137	28.1	1	probable fragment		
GFS_11600_139_3	512	S1_68	505	1.5e-245	808.2	1	500	3	503	98.8	1	high		
GL124_DN_metabinner_44_150_3	477	S1_14	426	3.2e-178	585.2	2	418	33	453	97.7	1	high		
GL72_DN_metabinner_2_72_64	461	S1_7	456	3.9e-153	502.9	1	449	20	448	98.2	1	high	3.1.6.13 3.1.6.- 	
GL119_DN_concoct_221_sub_1359_13	300	S1_17	425	1.7e-136	447.7	2	278	23	300	64.9	1	high	3.1.6.- 	
GL72_UP_concoct_20_254_4	505	S1_16	444	6.3e-148	485.3	3	438	48	465	98.0	1	high		
GFS_3922_619_2	509	S1_7	456	5e-170	558.6	2	446	24	505	97.4	1	high	3.1.6.13 3.1.6.- 	
GL85_DN_metabat_129_sub_202_14	542	S1_4	536	9.5e-169	554.8	2	513	26	531	95.3	1	high	3.1.6.1 	
GFS_1480_718_2	249	S3	508	1.9e-95	312.8	5	243	7	245	46.9	1	high	3.1.6.- 3.1.6.19 	
GL124_DN_concoct_31_sub_269_2	517	S1_35	462	1.7e-238	784.2	2	461	47	508	99.4	1	high		
GL95_UP_concoct_160_44_3	480	S1_17	425	3.6e-173	568.5	2	413	28	458	96.7	1	high	3.1.6.- 	
GL139_DN_metabinner_2_233_5	438	S1_21	416	2.2e-160	526.3	2	414	21	434	99.0	1	high		
GL73_DN_concoct_218_sub_273_7	469	S1_41	473	3.4e-198	651.4	2	405	65	468	85.2	1	high		
GL72_UP_concoct_294_587_3	464	S1_28	445	2.1e-150	493.7	2	440	28	447	98.4	1	high		
GFS_11902_803_1	429	S1_7	456	1.4e-155	510.9	2	404	20	423	88.2	1	high	3.1.6.13 3.1.6.- 	
GL44_UP_metabat_155_9_19	327	S1_29	405	2.3e-103	338.6	2	282	34	321	69.1	1	high		
GFS_9851_1150_2	431	S1_18	426	2.7e-196	644.7	2	418	3	416	97.7	1	high		
GL140_3_concoct_225_sub_109_2	382	S1_8	443	6e-110	360.3	2	339	23	377	76.1	1	high	3.10.1.1 3.1.6.- 	
GL140_5_metabinner_64_68_16	563	S1_4	536	7.5e-163	535.3	2	512	42	546	95.1	1	high	3.1.6.1 	
GL139_DN_metabinner_2_107_2	456	S1_14	426	6.2e-143	468.9	2	414	21	449	96.7	1	high		
GFS_3520_105_5	659	S1_16	444	1.1e-154	507.6	2	438	50	510	98.2	1	high		
GL75_DN_concoct_2_365_3	252	S1_20	444	4.2e-51	166.5	3	137	70	204	30.2	1	probable fragment		
GL51_DN_concoct_123_148_1	500	S1_15	471	5.9e-190	624.4	2	466	35	496	98.5	1	high	3.1.6.4 	
GL65_UP_metabinner_8_sub_306_4	263	S1_14	426	5.9e-115	376.7	1	230	20	262	53.8	1	high		
GFS_7813_398_4	416	S1_16	444	8.1e-151	494.9	2	384	26	414	86.0	1	high		
GFS_6523_742_2	469	S1_14	426	1.1e-165	543.9	2	417	38	452	97.4	1	high		
GFS_5294_808_2	449	S1_20	444	7.6e-165	541.4	3	439	17	440	98.2	1	high		
GFS_10893_126_14	478	S1_27	454	1.8e-154	507.4	2	452	40	458	99.1	1	high	3.1.6.12 3.1.6.- 	
GL82_UP_concoct_180_sub_224_2	280	S1_28	445	3.7e-114	374.2	183	441	1	260	58.0	1	high		
GL68_DN_metabinner_6_234_4	194	S1_27	454	3.4e-63	206.5	2	186	21	184	40.5	1	probable fragment		
GL72_UP_concoct_294_881_1	277	S1_14	426	2.4e-111	364.9	2	247	35	277	57.5	1	high		
GFS_12806_524_2	501	S1_8	443	1.3e-136	448.1	2	433	44	472	97.3	1	high	3.10.1.1 3.1.6.- 	
GFS_5510_313_2	177	S1_7	456	1.7e-57	187.6	2	138	29	161	29.8	1	probable fragment		
GL73_DN_concoct_173_sub_905_3	449	S1_24	410	9.9e-157	514.5	2	406	21	432	98.5	1	high		
GL117_UP_metabat_119_12_4	464	S1_23	422	1.5e-165	543.6	3	421	21	438	99.1	1	high		
GL28_DN_metabat_107_sub_446_3	447	S1_22	433	1.4e-179	589.7	2	428	28	444	98.4	1	high		
GL26_UP_metabinner_8_sub_691_3	452	S1_24	410	2.7e-162	532.9	2	407	32	433	98.8	1	high		
GL114_DN_metabat_143_sub_144_1	283	S3	508	1.1e-93	307.0	5	239	48	282	46.1	1	high	3.1.6.- 3.1.6.19 	
GL32_Down_metabinner_12_232_5	477	S1_20	444	4.7e-182	598.1	2	437	44	471	98.0	1	high		
GFS_11779_848_2	431	S1_8	443	3.2e-132	433.7	26	432	3	405	91.6	1	high	3.10.1.1 3.1.6.- 	
GL119_DN_concoct_185_404_28	496	S1_7	456	1.4e-188	619.8	2	449	39	491	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_2055_104_9	328	S1_14	426	1.8e-106	348.7	140	422	13	308	66.2	1	high		
GL26_UP_metabinner_8_sub_268_2	565	S1_7	456	1.2e-165	544.2	2	445	27	480	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_11924_227_2	464	S1_17	425	7.1e-167	547.8	2	407	27	461	95.3	1	high	3.1.6.- 	
GL117_UP_metabat_70_149_20	144	S1_7	456	5.4e-49	159.6	4	126	9	136	26.8	1	probable fragment		
GL85_DN_metabinner_2_226_20	548	S1_4	536	4.5e-149	489.8	2	509	42	531	94.6	1	high	3.1.6.1 	
GFS_7148_9_26	548	S1_4	536	1.2e-159	524.8	3	505	42	540	93.7	1	high	3.1.6.1 	
GFS_3114_294_1	487	S1_28	445	1.4e-101	464	2	399	122	487	89.2	1	high		fusion of 2 fragments from 251 to 487 score 332.7 fragment 2 from 122 to 239 score 131.3
GL45_Down_concoct_159_sub_218_4	457	S1_14	426	1.2e-166	547.0	3	418	22	429	97.4	1	high		
GL93_UP_metabat_23_242_3	225	S1_14	426	1e-82	270.5	2	179	42	224	41.5	1	probable fragment		
GL82_UP_concoct_180_sub_187_2	517	S1_7	456	6.4e-181	594.5	2	449	29	511	98.0	1	high	3.1.6.13 3.1.6.- 	
GFS_5688_556_5	163	S1_16	444	1.2e-38	125.2	2	95	29	127	20.9	1	probable fragment		
GFS_2625_176_1	186	S1_7	456	2.5e-39	127.8	325	445	48	183	26.3	1	probable fragment		
GFS_1458_840_1	138	S1_36	438	8.8e-53	171.9	306	435	2	134	29.5	1	probable fragment		
GFS_13877_632_2	517	S1_14	426	1e-170	560.5	2	419	31	487	97.9	1	high		
GFS_8322_24_9	161	S1_4	536	5.7e-59	192.5	2	127	31	159	23.3	1	probable fragment		
GFS_4627_636_3	798	S1_4	536	5.1e-220	724.0	2	519	80	618	96.5	1	high	3.1.6.1 	
GFS_9395_273_4	518	S1_12	481	5.3e-200	657.7	2	480	3	481	99.4	1	high	3.1.6.6 3.1.6.- 	
GFS_12570_137_3	631	S3	508	1.6e-223	735.3	6	504	7	503	98.0	1	high	3.1.6.- 3.1.6.19 	
GFS_5813_452_3	670	S1_4	536	4.2e-212	697.8	4	518	33	565	95.9	1	high	3.1.6.1 	
GL85_DN_metabinner_10_694_22	527	S1_4	536	1.9e-194	639.6	3	517	27	518	95.9	1	high	3.1.6.1 	
GL95_UP_concoct_247_404_3	465	S1_28	445	2.9e-160	526.2	3	440	23	451	98.2	1	high		
GFS_1130_161_1	609	S1_4	536	3.3e-216	711.4	2	515	31	569	95.7	1	high	3.1.6.1 	
GFS_8374_527_3	524	S1_0	499	1.2e-214	706.0	3	497	4	506	99.0	1	high	3.1.-.- 	
GL140_5_metabinner_64_250_17	482	S1_27	454	1.6e-157	517.4	2	453	28	455	99.3	1	high	3.1.6.12 3.1.6.- 	
GFS_12433_804_3	503	S1_12	481	1.5e-217	715.6	3	481	3	473	99.4	1	high	3.1.6.6 3.1.6.- 	
GL35_DN_concoct_8_1037_4	570	S1_8	443	7.1e-118	386.4	2	433	33	535	97.3	1	high	3.10.1.1 3.1.6.- 	
336R_concoct_308_sub_247_4	480	S1_37	447	5.9e-177	581.4	2	447	4	449	99.6	1	high		
GL28_DN_metabat_107_sub_609_2	272	S1_4	536	2.5e-69	226.6	2	233	23	228	43.1	1	probable fragment		
GL115_DN_metabinner_5_sub_151_2	582	S1_7	456	5.5e-175	575.0	2	443	22	486	96.7	1	high	3.1.6.13 3.1.6.- 	
GL35_DN_concoct_8_607_14	450	S1_19	430	1.7e-164	539.9	3	424	26	439	97.9	1	high	3.1.6.- 	
GFS_2771_191_3	555	S1_17	425	5.7e-139	455.9	27	409	2	378	89.9	1	high	3.1.6.- 	
GL53_Down_metabinner_10_655_8	489	S1_36	438	6.4e-170	558.0	2	435	24	482	98.9	1	high		
GFS_12672_7_21	505	S1_7	456	5.1e-148	486.1	2	445	26	469	97.1	1	high	3.1.6.13 3.1.6.- 	
GFS_5294_249_4	452	S1_22	433	1.2e-103	339.4	2	428	23	443	98.4	1	high		
GFS_2221_1242_1	324	S1_16	444	7e-121	396.2	123	439	4	316	71.2	1	high		
GL140_3_concoct_225_sub_1195_2	458	S1_7	456	1.6e-158	520.7	2	427	22	457	93.2	1	high	3.1.6.13 3.1.6.- 	
GFS_12827_459_3	473	S1_20	444	9.3e-176	577.3	2	436	30	469	97.7	1	high		
GFS_6178_269_1	296	S2	287	2.7e-86	281.7	3	276	10	284	95.1	1	low		
GFS_5964_138_3	425	S1_27	454	2.9e-147	483.6	25	452	2	407	94.1	1	high	3.1.6.12 3.1.6.- 	
GL117_UP_concoct_174_452_1	552	S1_32	423	1.6e-156	513.4	2	415	47	469	97.6	1	high		
GL53_Down_metabat_107_sub_99_3	773	S1_4	536	9.4e-191	627.4	2	520	55	597	96.6	1	high	3.1.6.1 	
GFS_1161_308_4	235	S1_16	444	4.3e-82	268.4	2	199	30	234	44.4	1	probable fragment		
GL54_UP_concoct_14_149_18	471	S1_36	438	1.5e-196	645.7	3	435	2	467	98.6	1	high		
